model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
NCAR-CCSM4,rcp45,July,7,2007,2007 7 01,14,11.1,17.5
NCAR-CCSM4,rcp45,July,7,2008,2008 7 01,13.7,14.4,16.7
NCAR-CCSM4,rcp45,July,7,2009,2009 7 01,13.4,15,16.2
NCAR-CCSM4,rcp45,July,7,2010,2010 7 01,13.6,13.7,15.9
NCAR-CCSM4,rcp45,July,7,2011,2011 7 01,15.3,13.4,18
NCAR-CCSM4,rcp45,July,7,2012,2012 7 01,13.6,12.9,16.7
NCAR-CCSM4,rcp45,July,7,2013,2013 7 01,13.3,13.1,16.5
NCAR-CCSM4,rcp45,July,7,2014,2014 7 01,15.2,12.6,18.2
NCAR-CCSM4,rcp45,July,7,2015,2015 7 01,15,13.5,17.8
NCAR-CCSM4,rcp45,July,7,2016,2016 7 01,11.5,18.5,13.5
NCAR-CCSM4,rcp45,July,7,2017,2017 7 01,13.5,14.9,16.1
NCAR-CCSM4,rcp45,July,7,2018,2018 7 01,13,14.1,14.9
NCAR-CCSM4,rcp45,July,7,2019,2019 7 01,12.1,11.8,14.7
NCAR-CCSM4,rcp45,July,7,2020,2020 7 01,12.9,13.6,15.3
NCAR-CCSM4,rcp45,July,7,2021,2021 7 01,13.6,12.9,17.1
NCAR-CCSM4,rcp45,July,7,2022,2022 7 01,13.2,15.1,16.2
NCAR-CCSM4,rcp45,July,7,2023,2023 7 01,11.5,14.8,13.3
NCAR-CCSM4,rcp45,July,7,2024,2024 7 01,15.7,14.7,19.5
NCAR-CCSM4,rcp45,July,7,2025,2025 7 01,12.8,13.2,15.6
NCAR-CCSM4,rcp45,July,7,2026,2026 7 01,13.1,14.7,15.6
NCAR-CCSM4,rcp45,July,7,2027,2027 7 01,13.8,14.7,16.9
NCAR-CCSM4,rcp45,July,7,2028,2028 7 01,12.5,14.5,15.6
NCAR-CCSM4,rcp45,July,7,2029,2029 7 01,12.6,14.2,14.8
NCAR-CCSM4,rcp45,July,7,2030,2030 7 01,13.6,15.2,16.9
NCAR-CCSM4,rcp45,July,7,2031,2031 7 01,13.4,14.7,16.1
NCAR-CCSM4,rcp45,July,7,2032,2032 7 01,17.2,10.7,21.5
NCAR-CCSM4,rcp45,July,7,2033,2033 7 01,14.1,14.4,16.7
NCAR-CCSM4,rcp45,July,7,2034,2034 7 01,13.6,15.5,15.5
NCAR-CCSM4,rcp45,July,7,2035,2035 7 01,15,15,18.5
NCAR-CCSM4,rcp45,July,7,2036,2036 7 01,12.8,12,15.1
NCAR-CCSM4,rcp45,July,7,2037,2037 7 01,13.7,14.6,16
NCAR-CCSM4,rcp45,July,7,2038,2038 7 01,13.1,15.7,15.7
NCAR-CCSM4,rcp45,July,7,2039,2039 7 01,15.2,14.2,17.8
NCAR-CCSM4,rcp45,July,7,2040,2040 7 01,12.2,14.1,14.1
NCAR-CCSM4,rcp45,July,7,2041,2041 7 01,15.9,15.6,19.6
NCAR-CCSM4,rcp45,July,7,2042,2042 7 01,11.8,16.2,13.7
NCAR-CCSM4,rcp45,July,7,2043,2043 7 01,11.2,16.4,13.4
NCAR-CCSM4,rcp45,July,7,2044,2044 7 01,13.3,16.3,16.4
NCAR-CCSM4,rcp45,July,7,2045,2045 7 01,13.1,13.9,15.4
NCAR-CCSM4,rcp45,July,7,2046,2046 7 01,11.2,15.3,12.8
NCAR-CCSM4,rcp45,July,7,2047,2047 7 01,12.9,15.6,15.2
NCAR-CCSM4,rcp45,July,7,2048,2048 7 01,14.5,14.2,17.1
NCAR-CCSM4,rcp45,July,7,2049,2049 7 01,13.2,17.2,15.7
NCAR-CCSM4,rcp45,July,7,2050,2050 7 01,12.5,14.3,15
NCAR-CCSM4,rcp45,July,7,2051,2051 7 01,13.9,18.4,17
NCAR-CCSM4,rcp45,July,7,2052,2052 7 01,12.8,17.6,14.5
NCAR-CCSM4,rcp45,July,7,2053,2053 7 01,13.8,14.3,16.3
NCAR-CCSM4,rcp45,July,7,2054,2054 7 01,17.8,15.5,21.6
NCAR-CCSM4,rcp45,July,7,2055,2055 7 01,13.4,13.2,15.9
NCAR-CCSM4,rcp45,July,7,2056,2056 7 01,12.5,15.3,14.6
NCAR-CCSM4,rcp45,July,7,2057,2057 7 01,12.7,14.2,15.4
NCAR-CCSM4,rcp45,July,7,2058,2058 7 01,10.7,14.9,12.9
NCAR-CCSM4,rcp45,July,7,2059,2059 7 01,12.4,13.9,14.6
NCAR-CCSM4,rcp45,July,7,2060,2060 7 01,12.7,13.3,15.4
NCAR-CCSM4,rcp45,July,7,2061,2061 7 01,15.5,16.3,18.4
NCAR-CCSM4,rcp45,July,7,2062,2062 7 01,14,14.1,16.8
NCAR-CCSM4,rcp45,July,7,2063,2063 7 01,14.3,14.2,16.8
NCAR-CCSM4,rcp45,July,7,2064,2064 7 01,13,13.5,15.5
NCAR-CCSM4,rcp45,July,7,2065,2065 7 01,12.5,17.1,14.8
NCAR-CCSM4,rcp45,July,7,2066,2066 7 01,15.7,18.4,19.1
NCAR-CCSM4,rcp45,July,7,2067,2067 7 01,15.3,14,17.4
NCAR-CCSM4,rcp45,July,7,2068,2068 7 01,13.8,15.7,16.7
NCAR-CCSM4,rcp45,July,7,2069,2069 7 01,15.3,16.8,17.4
NCAR-CCSM4,rcp45,July,7,2070,2070 7 01,15.1,13.6,18.4
NCAR-CCSM4,rcp45,July,7,2071,2071 7 01,13.6,16.8,16.1
NCAR-CCSM4,rcp45,July,7,2072,2072 7 01,13.8,16.8,15.8
NCAR-CCSM4,rcp45,July,7,2073,2073 7 01,12.4,16,15.3
NCAR-CCSM4,rcp45,July,7,2074,2074 7 01,13.2,15,15.9
NCAR-CCSM4,rcp45,July,7,2075,2075 7 01,14.8,16.6,17.4
NCAR-CCSM4,rcp45,July,7,2076,2076 7 01,15,18.6,17.9
NCAR-CCSM4,rcp45,July,7,2077,2077 7 01,12.8,15.8,14.8
NCAR-CCSM4,rcp45,July,7,2078,2078 7 01,13.1,16.4,15.4
NCAR-CCSM4,rcp45,July,7,2079,2079 7 01,12.3,14.1,14.9
NCAR-CCSM4,rcp45,July,7,2080,2080 7 01,14.5,17.3,16.9
NCAR-CCSM4,rcp45,July,7,2081,2081 7 01,14.2,14.6,17.7
NCAR-CCSM4,rcp45,July,7,2082,2082 7 01,14.3,12.8,16.9
NCAR-CCSM4,rcp45,July,7,2083,2083 7 01,12.7,15.8,15.2
NCAR-CCSM4,rcp45,July,7,2084,2084 7 01,13.5,14.3,15.5
NCAR-CCSM4,rcp45,July,7,2085,2085 7 01,14.8,13.8,17.5
NCAR-CCSM4,rcp45,July,7,2086,2086 7 01,14.7,16.5,18
NCAR-CCSM4,rcp45,July,7,2087,2087 7 01,13,15.4,14.8
NCAR-CCSM4,rcp45,July,7,2088,2088 7 01,14.8,13.6,17.6
NCAR-CCSM4,rcp45,July,7,2089,2089 7 01,13.1,14.4,15.9
NCAR-CCSM4,rcp45,July,7,2090,2090 7 01,14.5,16.2,17.7
NCAR-CCSM4,rcp45,July,7,2091,2091 7 01,13.5,15.6,16.3
NCAR-CCSM4,rcp45,July,7,2092,2092 7 01,15.4,16.4,18.7
NCAR-CCSM4,rcp45,July,7,2093,2093 7 01,16,16,18.8
NCAR-CCSM4,rcp45,July,7,2094,2094 7 01,17.1,18.5,20.8
NCAR-CCSM4,rcp45,July,7,2095,2095 7 01,15.1,18.8,17.5
NCAR-CCSM4,rcp45,July,7,2096,2096 7 01,16.3,18.6,19.6
NCAR-CCSM4,rcp45,July,7,2097,2097 7 01,15.6,15.2,18.5
NCAR-CCSM4,rcp45,July,7,2098,2098 7 01,15.3,18.8,18.5
NCAR-CCSM4,rcp45,July,7,2099,2099 7 01,14,14.4,17.4
NCAR-CCSM4,rcp45,July,7,2100,2100 7 01,15.4,14.9,18.2
NCAR-CCSM4,rcp45,August,8,2006,2006 8 01,14.6,12.3,19
NCAR-CCSM4,rcp45,August,8,2007,2007 8 01,14.2,11.4,17
NCAR-CCSM4,rcp45,August,8,2008,2008 8 01,14.2,13,16.9
NCAR-CCSM4,rcp45,August,8,2009,2009 8 01,12.8,14.3,14.6
NCAR-CCSM4,rcp45,August,8,2010,2010 8 01,15.8,13,19
NCAR-CCSM4,rcp45,August,8,2011,2011 8 01,13.7,13.1,16.9
NCAR-CCSM4,rcp45,August,8,2012,2012 8 01,11.9,11.2,13.9
NCAR-CCSM4,rcp45,August,8,2013,2013 8 01,14.9,11.9,18.5
NCAR-CCSM4,rcp45,August,8,2014,2014 8 01,14,13.3,16.4
NCAR-CCSM4,rcp45,August,8,2015,2015 8 01,12.3,11,14.6
NCAR-CCSM4,rcp45,August,8,2016,2016 8 01,10.2,15.6,13
NCAR-CCSM4,rcp45,August,8,2017,2017 8 01,11.7,14.3,13.4
NCAR-CCSM4,rcp45,August,8,2018,2018 8 01,12.4,14,14.8
NCAR-CCSM4,rcp45,August,8,2019,2019 8 01,12.2,12.4,14.6
NCAR-CCSM4,rcp45,August,8,2020,2020 8 01,12.4,11.9,15
NCAR-CCSM4,rcp45,August,8,2021,2021 8 01,13.6,12.2,16.6
NCAR-CCSM4,rcp45,August,8,2022,2022 8 01,12.5,14.7,14.9
NCAR-CCSM4,rcp45,August,8,2023,2023 8 01,12.6,11.7,15.2
NCAR-CCSM4,rcp45,August,8,2024,2024 8 01,14,13.6,17.4
NCAR-CCSM4,rcp45,August,8,2025,2025 8 01,12.6,13.3,15.8
NCAR-CCSM4,rcp45,August,8,2026,2026 8 01,14.6,13.8,18
NCAR-CCSM4,rcp45,August,8,2027,2027 8 01,12.9,12.8,15.3
NCAR-CCSM4,rcp45,August,8,2028,2028 8 01,12.6,13.4,15.3
NCAR-CCSM4,rcp45,August,8,2029,2029 8 01,12,12.2,14.5
NCAR-CCSM4,rcp45,August,8,2030,2030 8 01,13.5,13,16.3
NCAR-CCSM4,rcp45,August,8,2031,2031 8 01,14,13.4,16.9
NCAR-CCSM4,rcp45,August,8,2032,2032 8 01,15.8,10.6,18.8
NCAR-CCSM4,rcp45,August,8,2033,2033 8 01,13.4,12.6,15.6
NCAR-CCSM4,rcp45,August,8,2034,2034 8 01,11.8,13.4,13.9
NCAR-CCSM4,rcp45,August,8,2035,2035 8 01,14.3,12.9,17.3
NCAR-CCSM4,rcp45,August,8,2036,2036 8 01,12.9,13.3,15.1
NCAR-CCSM4,rcp45,August,8,2037,2037 8 01,11,13.2,13
NCAR-CCSM4,rcp45,August,8,2038,2038 8 01,12.3,14.9,14.6
NCAR-CCSM4,rcp45,August,8,2039,2039 8 01,12,13.4,14.5
NCAR-CCSM4,rcp45,August,8,2040,2040 8 01,13.4,14.1,16.1
NCAR-CCSM4,rcp45,August,8,2041,2041 8 01,13.8,16,15.9
NCAR-CCSM4,rcp45,August,8,2042,2042 8 01,11.9,14.2,14.5
NCAR-CCSM4,rcp45,August,8,2043,2043 8 01,10.4,15.1,12.5
NCAR-CCSM4,rcp45,August,8,2044,2044 8 01,13.7,13.2,16.9
NCAR-CCSM4,rcp45,August,8,2045,2045 8 01,13,12.9,15.8
NCAR-CCSM4,rcp45,August,8,2046,2046 8 01,12.7,14.8,14.5
NCAR-CCSM4,rcp45,August,8,2047,2047 8 01,13.6,15.3,16
NCAR-CCSM4,rcp45,August,8,2048,2048 8 01,13.9,13.1,16.6
NCAR-CCSM4,rcp45,August,8,2049,2049 8 01,13.8,16.6,16.9
NCAR-CCSM4,rcp45,August,8,2050,2050 8 01,11.1,13.4,13.2
NCAR-CCSM4,rcp45,August,8,2051,2051 8 01,12.5,14.6,15.1
NCAR-CCSM4,rcp45,August,8,2052,2052 8 01,11.4,13.6,13.6
NCAR-CCSM4,rcp45,August,8,2053,2053 8 01,16.2,14.4,20.7
NCAR-CCSM4,rcp45,August,8,2054,2054 8 01,12.8,14.7,15.5
NCAR-CCSM4,rcp45,August,8,2055,2055 8 01,13.5,12.8,16.1
NCAR-CCSM4,rcp45,August,8,2056,2056 8 01,11.9,14.8,14.3
NCAR-CCSM4,rcp45,August,8,2057,2057 8 01,12.1,13.1,14.5
NCAR-CCSM4,rcp45,August,8,2058,2058 8 01,11.7,13.9,14.3
NCAR-CCSM4,rcp45,August,8,2059,2059 8 01,12.4,13.8,15
NCAR-CCSM4,rcp45,August,8,2060,2060 8 01,12.6,13.3,14.9
NCAR-CCSM4,rcp45,August,8,2061,2061 8 01,14.5,14.8,18.2
NCAR-CCSM4,rcp45,August,8,2062,2062 8 01,15.5,13.6,18.8
NCAR-CCSM4,rcp45,August,8,2063,2063 8 01,14.6,13.3,17.5
NCAR-CCSM4,rcp45,August,8,2064,2064 8 01,12.7,14.2,15
NCAR-CCSM4,rcp45,August,8,2065,2065 8 01,12.7,15,15.6
NCAR-CCSM4,rcp45,August,8,2066,2066 8 01,13.8,14.8,16.6
NCAR-CCSM4,rcp45,August,8,2067,2067 8 01,12.8,14.3,15.4
NCAR-CCSM4,rcp45,August,8,2068,2068 8 01,13.2,15,15.2
NCAR-CCSM4,rcp45,August,8,2069,2069 8 01,14.6,16.2,17.9
NCAR-CCSM4,rcp45,August,8,2070,2070 8 01,13,15.5,16
NCAR-CCSM4,rcp45,August,8,2071,2071 8 01,12.5,14.9,14.6
NCAR-CCSM4,rcp45,August,8,2072,2072 8 01,12.7,14.2,15.1
NCAR-CCSM4,rcp45,August,8,2073,2073 8 01,12.7,16.5,14.7
NCAR-CCSM4,rcp45,August,8,2074,2074 8 01,12.8,14.5,15.3
NCAR-CCSM4,rcp45,August,8,2075,2075 8 01,16.2,17.3,18.7
NCAR-CCSM4,rcp45,August,8,2076,2076 8 01,14.7,15.9,17.2
NCAR-CCSM4,rcp45,August,8,2077,2077 8 01,14.3,13.4,17
NCAR-CCSM4,rcp45,August,8,2078,2078 8 01,12.2,15,13.7
NCAR-CCSM4,rcp45,August,8,2079,2079 8 01,13.3,13.9,16.4
NCAR-CCSM4,rcp45,August,8,2080,2080 8 01,12.4,14.5,14.1
NCAR-CCSM4,rcp45,August,8,2081,2081 8 01,14.8,14.5,17.4
NCAR-CCSM4,rcp45,August,8,2082,2082 8 01,12.2,14.4,14.6
NCAR-CCSM4,rcp45,August,8,2083,2083 8 01,13.4,14.4,16.2
NCAR-CCSM4,rcp45,August,8,2084,2084 8 01,13.3,13,15.7
NCAR-CCSM4,rcp45,August,8,2085,2085 8 01,15.5,13.1,18.9
NCAR-CCSM4,rcp45,August,8,2086,2086 8 01,13.6,14.9,15.5
NCAR-CCSM4,rcp45,August,8,2087,2087 8 01,11.8,16.3,14.3
NCAR-CCSM4,rcp45,August,8,2088,2088 8 01,13.2,13.3,15.6
NCAR-CCSM4,rcp45,August,8,2089,2089 8 01,15,15.4,19.1
NCAR-CCSM4,rcp45,August,8,2090,2090 8 01,15.5,14.6,17.9
NCAR-CCSM4,rcp45,August,8,2091,2091 8 01,14.4,15.7,17
NCAR-CCSM4,rcp45,August,8,2092,2092 8 01,15.7,16,18.4
NCAR-CCSM4,rcp45,August,8,2093,2093 8 01,17,14.4,20.7
NCAR-CCSM4,rcp45,August,8,2094,2094 8 01,16.2,15.8,19.5
NCAR-CCSM4,rcp45,August,8,2095,2095 8 01,16,15.2,19.2
NCAR-CCSM4,rcp45,August,8,2096,2096 8 01,15.1,14.9,17.3
NCAR-CCSM4,rcp45,August,8,2097,2097 8 01,15.6,14.4,18.1
NCAR-CCSM4,rcp45,August,8,2098,2098 8 01,14,15.8,16.2
NCAR-CCSM4,rcp45,August,8,2099,2099 8 01,15.8,13.9,18.3
NCAR-CCSM4,rcp45,August,8,2100,2100 8 01,13,14,15.2
NCAR-CCSM4,rcp45,September,9,2006,2006 9 01,10.8,9,12.8
NCAR-CCSM4,rcp45,September,9,2007,2007 9 01,8.5,11.2,11.2
NCAR-CCSM4,rcp45,September,9,2008,2008 9 01,10.5,7.8,13
NCAR-CCSM4,rcp45,September,9,2009,2009 9 01,9,10.5,11.5
NCAR-CCSM4,rcp45,September,9,2010,2010 9 01,12.4,12.6,15.3
NCAR-CCSM4,rcp45,September,9,2011,2011 9 01,11.2,10.6,14.3
NCAR-CCSM4,rcp45,September,9,2012,2012 9 01,8.8,8.5,11.6
NCAR-CCSM4,rcp45,September,9,2013,2013 9 01,10.9,11.3,13.5
NCAR-CCSM4,rcp45,September,9,2014,2014 9 01,11.8,11.8,13.9
NCAR-CCSM4,rcp45,September,9,2015,2015 9 01,9.8,7.2,12.6
NCAR-CCSM4,rcp45,September,9,2016,2016 9 01,8.9,11.8,11.7
NCAR-CCSM4,rcp45,September,9,2017,2017 9 01,11.2,11.5,13.8
NCAR-CCSM4,rcp45,September,9,2018,2018 9 01,9.1,10.7,11.1
NCAR-CCSM4,rcp45,September,9,2019,2019 9 01,8,10.5,10.9
NCAR-CCSM4,rcp45,September,9,2020,2020 9 01,8.7,10.2,11.6
NCAR-CCSM4,rcp45,September,9,2021,2021 9 01,9.9,10.4,12
NCAR-CCSM4,rcp45,September,9,2022,2022 9 01,10.8,10.6,13.1
NCAR-CCSM4,rcp45,September,9,2023,2023 9 01,8.1,11.4,10.5
NCAR-CCSM4,rcp45,September,9,2024,2024 9 01,10.8,10.3,13.1
NCAR-CCSM4,rcp45,September,9,2025,2025 9 01,11.2,10.5,13.4
NCAR-CCSM4,rcp45,September,9,2026,2026 9 01,12.6,13,15.1
NCAR-CCSM4,rcp45,September,9,2027,2027 9 01,11.7,11.6,14.2
NCAR-CCSM4,rcp45,September,9,2028,2028 9 01,10.1,10.8,12.8
NCAR-CCSM4,rcp45,September,9,2029,2029 9 01,9.8,10.1,12.7
NCAR-CCSM4,rcp45,September,9,2030,2030 9 01,9.9,11.8,11.9
NCAR-CCSM4,rcp45,September,9,2031,2031 9 01,11.4,9.3,13.3
NCAR-CCSM4,rcp45,September,9,2032,2032 9 01,11,9.4,13.5
NCAR-CCSM4,rcp45,September,9,2033,2033 9 01,11.6,10.4,14.1
NCAR-CCSM4,rcp45,September,9,2034,2034 9 01,8.7,10,11.4
NCAR-CCSM4,rcp45,September,9,2035,2035 9 01,10,11,12.5
NCAR-CCSM4,rcp45,September,9,2036,2036 9 01,9.3,10.1,12
NCAR-CCSM4,rcp45,September,9,2037,2037 9 01,9.7,10.8,12.2
NCAR-CCSM4,rcp45,September,9,2038,2038 9 01,9.6,12.8,11.8
NCAR-CCSM4,rcp45,September,9,2039,2039 9 01,8.4,10.2,11.6
NCAR-CCSM4,rcp45,September,9,2040,2040 9 01,9.2,11.3,12
NCAR-CCSM4,rcp45,September,9,2041,2041 9 01,11.2,12.5,14
NCAR-CCSM4,rcp45,September,9,2042,2042 9 01,11,11,14.5
NCAR-CCSM4,rcp45,September,9,2043,2043 9 01,8.1,11.9,10.7
NCAR-CCSM4,rcp45,September,9,2044,2044 9 01,11.5,10.3,13.9
NCAR-CCSM4,rcp45,September,9,2045,2045 9 01,11.5,10.9,14.4
NCAR-CCSM4,rcp45,September,9,2046,2046 9 01,8.1,12.2,10.9
NCAR-CCSM4,rcp45,September,9,2047,2047 9 01,10.3,11.9,12.6
NCAR-CCSM4,rcp45,September,9,2048,2048 9 01,9.3,11.6,12.2
NCAR-CCSM4,rcp45,September,9,2049,2049 9 01,11.2,12.9,14
NCAR-CCSM4,rcp45,September,9,2050,2050 9 01,9.2,9.8,11.5
NCAR-CCSM4,rcp45,September,9,2051,2051 9 01,9.7,10.9,12.4
NCAR-CCSM4,rcp45,September,9,2052,2052 9 01,10,13.5,12.6
NCAR-CCSM4,rcp45,September,9,2053,2053 9 01,12.4,10.1,15.2
NCAR-CCSM4,rcp45,September,9,2054,2054 9 01,10.7,12.3,12.9
NCAR-CCSM4,rcp45,September,9,2055,2055 9 01,10.6,10.2,13.1
NCAR-CCSM4,rcp45,September,9,2056,2056 9 01,11,11.4,12.8
NCAR-CCSM4,rcp45,September,9,2057,2057 9 01,8.8,10.3,11.5
NCAR-CCSM4,rcp45,September,9,2058,2058 9 01,9.3,12.8,11.7
NCAR-CCSM4,rcp45,September,9,2059,2059 9 01,11.9,13.3,14.6
NCAR-CCSM4,rcp45,September,9,2060,2060 9 01,10.9,12.3,13.5
NCAR-CCSM4,rcp45,September,9,2061,2061 9 01,10.3,12.1,13.1
NCAR-CCSM4,rcp45,September,9,2062,2062 9 01,10,13.2,12.6
NCAR-CCSM4,rcp45,September,9,2063,2063 9 01,9.8,9.6,12.6
NCAR-CCSM4,rcp45,September,9,2064,2064 9 01,10.9,11.6,12.8
NCAR-CCSM4,rcp45,September,9,2065,2065 9 01,12.1,11.2,14.9
NCAR-CCSM4,rcp45,September,9,2066,2066 9 01,10.1,13,12.7
NCAR-CCSM4,rcp45,September,9,2067,2067 9 01,10.2,11.7,12.9
NCAR-CCSM4,rcp45,September,9,2068,2068 9 01,10.7,10.6,13.5
NCAR-CCSM4,rcp45,September,9,2069,2069 9 01,12.2,13.5,14.7
NCAR-CCSM4,rcp45,September,9,2070,2070 9 01,10.1,12.4,13.3
NCAR-CCSM4,rcp45,September,9,2071,2071 9 01,9.7,12.4,12.1
NCAR-CCSM4,rcp45,September,9,2072,2072 9 01,10.5,12.4,12.8
NCAR-CCSM4,rcp45,September,9,2073,2073 9 01,9.3,12,12
NCAR-CCSM4,rcp45,September,9,2074,2074 9 01,10.7,12.2,13.5
NCAR-CCSM4,rcp45,September,9,2075,2075 9 01,12.3,12.4,14.9
NCAR-CCSM4,rcp45,September,9,2076,2076 9 01,11.1,14.7,13.8
NCAR-CCSM4,rcp45,September,9,2077,2077 9 01,11.9,10.8,15.4
NCAR-CCSM4,rcp45,September,9,2078,2078 9 01,9.5,13.1,12.7
NCAR-CCSM4,rcp45,September,9,2079,2079 9 01,10.1,12.6,13.2
NCAR-CCSM4,rcp45,September,9,2080,2080 9 01,11.5,12.1,13.8
NCAR-CCSM4,rcp45,September,9,2081,2081 9 01,9.8,12.1,12.5
NCAR-CCSM4,rcp45,September,9,2082,2082 9 01,9.6,12.5,12.3
NCAR-CCSM4,rcp45,September,9,2083,2083 9 01,9.2,11.7,12.4
NCAR-CCSM4,rcp45,September,9,2084,2084 9 01,11.6,11.1,14.2
NCAR-CCSM4,rcp45,September,9,2085,2085 9 01,11.4,10.7,13.6
NCAR-CCSM4,rcp45,September,9,2086,2086 9 01,11.5,11.9,13.6
NCAR-CCSM4,rcp45,September,9,2087,2087 9 01,9.3,13.5,12.6
NCAR-CCSM4,rcp45,September,9,2088,2088 9 01,12.8,10.3,14.7
NCAR-CCSM4,rcp45,September,9,2089,2089 9 01,13.8,13.2,16.4
NCAR-CCSM4,rcp45,September,9,2090,2090 9 01,10.8,11.6,13.4
NCAR-CCSM4,rcp45,September,9,2091,2091 9 01,12.4,11.3,15.4
NCAR-CCSM4,rcp45,September,9,2092,2092 9 01,10.9,13.2,13.3
NCAR-CCSM4,rcp45,September,9,2093,2093 9 01,12.8,11.2,15.7
NCAR-CCSM4,rcp45,September,9,2094,2094 9 01,11,9.6,13.3
NCAR-CCSM4,rcp45,September,9,2095,2095 9 01,12.2,12.2,14.4
NCAR-CCSM4,rcp45,September,9,2096,2096 9 01,12.8,10.5,15.5
NCAR-CCSM4,rcp45,September,9,2097,2097 9 01,9.8,9.4,12.8
NCAR-CCSM4,rcp45,September,9,2098,2098 9 01,10.2,13.6,12.9
NCAR-CCSM4,rcp45,September,9,2099,2099 9 01,11.9,11.7,14.7
NCAR-CCSM4,rcp45,September,9,2100,2100 9 01,11,11.8,13.9
NCAR-CCSM4,rcp45,October,10,2006,2006 10 01,5,4.5,8.2
NCAR-CCSM4,rcp45,October,10,2007,2007 10 01,3.7,7.4,7.7
NCAR-CCSM4,rcp45,October,10,2008,2008 10 01,4.5,7.3,8
NCAR-CCSM4,rcp45,October,10,2009,2009 10 01,5.4,8.7,8.4
NCAR-CCSM4,rcp45,October,10,2010,2010 10 01,7,10.1,9.7
NCAR-CCSM4,rcp45,October,10,2011,2011 10 01,4.2,5.4,7.3
NCAR-CCSM4,rcp45,October,10,2012,2012 10 01,5.4,5.4,9.1
NCAR-CCSM4,rcp45,October,10,2013,2013 10 01,8.2,6.7,11.2
NCAR-CCSM4,rcp45,October,10,2014,2014 10 01,8.7,6.9,11.1
NCAR-CCSM4,rcp45,October,10,2015,2015 10 01,6.6,3.4,10.3
NCAR-CCSM4,rcp45,October,10,2016,2016 10 01,5.1,4,8.8
NCAR-CCSM4,rcp45,October,10,2017,2017 10 01,7.5,9.2,10.2
NCAR-CCSM4,rcp45,October,10,2018,2018 10 01,3,5.4,7.1
NCAR-CCSM4,rcp45,October,10,2019,2019 10 01,5.4,5.9,8.2
NCAR-CCSM4,rcp45,October,10,2020,2020 10 01,4.3,6.9,8.3
NCAR-CCSM4,rcp45,October,10,2021,2021 10 01,5.9,4.8,8.9
NCAR-CCSM4,rcp45,October,10,2022,2022 10 01,7.4,7.1,10.3
NCAR-CCSM4,rcp45,October,10,2023,2023 10 01,1.4,6.8,5.9
NCAR-CCSM4,rcp45,October,10,2024,2024 10 01,8.2,8.1,10.6
NCAR-CCSM4,rcp45,October,10,2025,2025 10 01,6.9,4.6,9.9
NCAR-CCSM4,rcp45,October,10,2026,2026 10 01,6,8.9,9.2
NCAR-CCSM4,rcp45,October,10,2027,2027 10 01,6.9,6.9,9.8
NCAR-CCSM4,rcp45,October,10,2028,2028 10 01,7,8,10.6
NCAR-CCSM4,rcp45,October,10,2029,2029 10 01,8.7,8.9,11.5
NCAR-CCSM4,rcp45,October,10,2030,2030 10 01,3.5,9.5,6.7
NCAR-CCSM4,rcp45,October,10,2031,2031 10 01,5,6,8.6
NCAR-CCSM4,rcp45,October,10,2032,2032 10 01,6,6,9.5
NCAR-CCSM4,rcp45,October,10,2033,2033 10 01,4.7,5,8.4
NCAR-CCSM4,rcp45,October,10,2034,2034 10 01,8.3,5.1,10.8
NCAR-CCSM4,rcp45,October,10,2035,2035 10 01,7.1,7.8,9.9
NCAR-CCSM4,rcp45,October,10,2036,2036 10 01,3.7,6.7,7.1
NCAR-CCSM4,rcp45,October,10,2037,2037 10 01,6.8,9.3,10.1
NCAR-CCSM4,rcp45,October,10,2038,2038 10 01,6.3,9.5,9.3
NCAR-CCSM4,rcp45,October,10,2039,2039 10 01,8.3,7.5,11.4
NCAR-CCSM4,rcp45,October,10,2040,2040 10 01,1.8,6.6,5.6
NCAR-CCSM4,rcp45,October,10,2041,2041 10 01,6.6,10.8,9.8
NCAR-CCSM4,rcp45,October,10,2042,2042 10 01,7,8.3,11
NCAR-CCSM4,rcp45,October,10,2043,2043 10 01,8.6,9.1,11.3
NCAR-CCSM4,rcp45,October,10,2044,2044 10 01,5.2,9.7,9.2
NCAR-CCSM4,rcp45,October,10,2045,2045 10 01,6,5,9.1
NCAR-CCSM4,rcp45,October,10,2046,2046 10 01,5.6,9.8,8.8
NCAR-CCSM4,rcp45,October,10,2047,2047 10 01,5.6,5.9,8.5
NCAR-CCSM4,rcp45,October,10,2048,2048 10 01,6.3,7.1,9.7
NCAR-CCSM4,rcp45,October,10,2049,2049 10 01,8.8,10.5,10.9
NCAR-CCSM4,rcp45,October,10,2050,2050 10 01,7.3,6.1,10.3
NCAR-CCSM4,rcp45,October,10,2051,2051 10 01,4.5,8,7.6
NCAR-CCSM4,rcp45,October,10,2052,2052 10 01,6.6,8.3,9
NCAR-CCSM4,rcp45,October,10,2053,2053 10 01,5.4,9.2,8.2
NCAR-CCSM4,rcp45,October,10,2054,2054 10 01,6,9.5,9.4
NCAR-CCSM4,rcp45,October,10,2055,2055 10 01,8.5,8.9,10.7
NCAR-CCSM4,rcp45,October,10,2056,2056 10 01,9.7,8.4,11.9
NCAR-CCSM4,rcp45,October,10,2057,2057 10 01,1.7,7.7,5.6
NCAR-CCSM4,rcp45,October,10,2058,2058 10 01,5.8,7.4,8.2
