model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
CRU-TS,historical,April,4,1931,1931 4 01,-2.6,2.5,7.6
CRU-TS,historical,April,4,1932,1932 4 01,-1.3,3.9,9.1
CRU-TS,historical,April,4,1933,1933 4 01,-3,1.9,6.8
CRU-TS,historical,April,4,1934,1934 4 01,-1.4,3.2,7.8
CRU-TS,historical,April,4,1935,1935 4 01,-2.8,2.4,7.6
CRU-TS,historical,April,4,1936,1936 4 01,-3.4,1.9,7.2
CRU-TS,historical,April,4,1937,1937 4 01,-1.9,2.5,6.9
CRU-TS,historical,April,4,1938,1938 4 01,-0.8,3.8,8.4
CRU-TS,historical,April,4,1939,1939 4 01,-2.7,1.9,6.5
CRU-TS,historical,April,4,1940,1940 4 01,0.8,6,11.3
CRU-TS,historical,April,4,1941,1941 4 01,1.2,5.6,10.1
CRU-TS,historical,April,4,1942,1942 4 01,-1.2,3.7,8.6
CRU-TS,historical,April,4,1943,1943 4 01,-1.8,3.2,8.2
CRU-TS,historical,April,4,1944,1944 4 01,-2.8,2,6.8
CRU-TS,historical,April,4,1945,1945 4 01,-4.3,0.4,5.1
CRU-TS,historical,April,4,1946,1946 4 01,-2.1,2.1,6.3
CRU-TS,historical,April,4,1947,1947 4 01,-1.3,2.7,6.7
CRU-TS,historical,April,4,1948,1948 4 01,-6.4,-1.1,4.2
CRU-TS,historical,April,4,1949,1949 4 01,-1.4,2.6,6.6
CRU-TS,historical,April,4,1950,1950 4 01,-4.5,0.6,5.7
CRU-TS,historical,April,4,1951,1951 4 01,-0.5,3.4,7.3
CRU-TS,historical,April,4,1952,1952 4 01,-2.8,1.4,5.6
CRU-TS,historical,April,4,1953,1953 4 01,-0.4,4.1,8.7
CRU-TS,historical,April,4,1954,1954 4 01,-6.9,-1.4,4.1
CRU-TS,historical,April,4,1955,1955 4 01,-4.1,0.8,5.7
CRU-TS,historical,April,4,1956,1956 4 01,-2.4,2.5,7.4
CRU-TS,historical,April,4,1957,1957 4 01,-2.6,2.2,7
CRU-TS,historical,April,4,1958,1958 4 01,-0.9,4.9,10.7
CRU-TS,historical,April,4,1959,1959 4 01,-2.5,1.9,6.3
CRU-TS,historical,April,4,1960,1960 4 01,-2.8,3,8.8
CRU-TS,historical,April,4,1961,1961 4 01,-2.2,2.1,6.4
CRU-TS,historical,April,4,1962,1962 4 01,-1.7,2.7,7.1
CRU-TS,historical,April,4,1963,1963 4 01,-4.2,1,6.2
CRU-TS,historical,April,4,1964,1964 4 01,-2.6,1.5,5.6
CRU-TS,historical,April,4,1965,1965 4 01,-2.3,2.4,7.1
CRU-TS,historical,April,4,1966,1966 4 01,-3.5,1.6,6.7
CRU-TS,historical,April,4,1967,1967 4 01,-5,0.9,6.8
CRU-TS,historical,April,4,1968,1968 4 01,-3.1,1.2,5.5
CRU-TS,historical,April,4,1969,1969 4 01,-0.6,3.6,7.8
CRU-TS,historical,April,4,1970,1970 4 01,-1.8,2.4,6.6
CRU-TS,historical,April,4,1971,1971 4 01,-2.9,1.1,5.1
CRU-TS,historical,April,4,1972,1972 4 01,-7.8,-2.5,2.8
CRU-TS,historical,April,4,1973,1973 4 01,-0.6,3.4,7.4
CRU-TS,historical,April,4,1974,1974 4 01,-2.2,2.7,7.6
CRU-TS,historical,April,4,1975,1975 4 01,-2.2,1.7,5.6
CRU-TS,historical,April,4,1976,1976 4 01,-1.5,3.2,7.9
CRU-TS,historical,April,4,1977,1977 4 01,-0.5,3.6,7.7
CRU-TS,historical,April,4,1978,1978 4 01,-1.5,3.6,8.7
CRU-TS,historical,April,4,1979,1979 4 01,-2.4,3.2,8.8
CRU-TS,historical,April,4,1980,1980 4 01,1.4,5.2,9.1
CRU-TS,historical,April,4,1981,1981 4 01,-3.1,1.6,6.3
CRU-TS,historical,April,4,1982,1982 4 01,-3.9,0.5,4.9
CRU-TS,historical,April,4,1983,1983 4 01,-0.7,4.4,9.5
CRU-TS,historical,April,4,1984,1984 4 01,-0.5,4.3,9.1
CRU-TS,historical,April,4,1985,1985 4 01,-3.7,0.5,4.7
CRU-TS,historical,April,4,1986,1986 4 01,-6.3,-1.1,4.1
CRU-TS,historical,April,4,1987,1987 4 01,-0.8,3.6,8
CRU-TS,historical,April,4,1988,1988 4 01,-0.4,3.8,8.1
CRU-TS,historical,April,4,1989,1989 4 01,-1.3,4.6,10.5
CRU-TS,historical,April,4,1990,1990 4 01,-0.8,4.8,10.4
CRU-TS,historical,April,4,1991,1991 4 01,-0.4,4.1,8.6
CRU-TS,historical,April,4,1992,1992 4 01,-2.1,2.5,7.1
CRU-TS,historical,April,4,1993,1993 4 01,0.1,5.5,11
CRU-TS,historical,April,4,1994,1994 4 01,0.5,5.4,10.3
CRU-TS,historical,April,4,1995,1995 4 01,0.2,5.5,10.9
CRU-TS,historical,April,4,1996,1996 4 01,-2.8,3.2,9.2
CRU-TS,historical,April,4,1997,1997 4 01,-3.3,2.3,7.9
CRU-TS,historical,April,4,1998,1998 4 01,0.9,5.1,9.3
CRU-TS,historical,April,4,1999,1999 4 01,-1.5,2.9,7.3
CRU-TS,historical,April,4,2000,2000 4 01,-1.3,3,7.3
CRU-TS,historical,April,4,2001,2001 4 01,-1.9,2.7,7.3
CRU-TS,historical,April,4,2002,2002 4 01,-6.8,-0.8,5.2
CRU-TS,historical,April,4,2003,2003 4 01,-2.5,3.6,9.7
CRU-TS,historical,April,4,2004,2004 4 01,-0.2,4.3,8.9
CRU-TS,historical,April,4,2005,2005 4 01,-0.1,5.1,10.3
CRU-TS,historical,April,4,2006,2006 4 01,-1.6,2.8,7.2
CRU-TS,historical,April,4,2007,2007 4 01,-1.8,3.4,8.6
CRU-TS,historical,April,4,2008,2008 4 01,-2.2,2.4,7
CRU-TS,historical,April,4,2009,2009 4 01,-3,2.4,7.8
CRU-TS,historical,April,4,2010,2010 4 01,-0.8,4.3,9.4
CRU-TS,historical,April,4,2011,2011 4 01,-1.1,3.3,7.7
CRU-TS,historical,April,4,2012,2012 4 01,-1.1,4.3,9.7
CRU-TS,historical,April,4,2013,2013 4 01,-5.7,-1.2,3.3
CRU-TS,historical,April,4,2014,2014 4 01,-2.3,3.2,8.7
CRU-TS,historical,April,4,2015,2015 4 01,0.2,4.5,8.9
CRU-TS,historical,May,5,1901,1901 5 01,0.8,5.2,9.7
CRU-TS,historical,May,5,1902,1902 5 01,1.6,6.1,10.6
CRU-TS,historical,May,5,1903,1903 5 01,1.1,5,8.9
CRU-TS,historical,May,5,1904,1904 5 01,2.2,5.8,9.4
CRU-TS,historical,May,5,1905,1905 5 01,3.6,7.8,12.1
CRU-TS,historical,May,5,1906,1906 5 01,2.5,7,11.5
CRU-TS,historical,May,5,1907,1907 5 01,2.5,7.8,13.1
CRU-TS,historical,May,5,1908,1908 5 01,1.2,5.9,10.7
CRU-TS,historical,May,5,1909,1909 5 01,1,6,11
CRU-TS,historical,May,5,1910,1910 5 01,1.9,6.7,11.6
CRU-TS,historical,May,5,1911,1911 5 01,0.8,5.3,9.8
CRU-TS,historical,May,5,1912,1912 5 01,3.4,8.4,13.5
CRU-TS,historical,May,5,1913,1913 5 01,1.4,6.2,11.1
CRU-TS,historical,May,5,1914,1914 5 01,2.6,7.5,12.4
CRU-TS,historical,May,5,1915,1915 5 01,2.8,8.9,15.1
CRU-TS,historical,May,5,1916,1916 5 01,0.7,5.8,10.9
CRU-TS,historical,May,5,1917,1917 5 01,0.7,5.9,11.2
CRU-TS,historical,May,5,1918,1918 5 01,-0.2,5.1,10.5
CRU-TS,historical,May,5,1919,1919 5 01,0.6,5.8,11.1
CRU-TS,historical,May,5,1920,1920 5 01,-1.4,4.1,9.6
CRU-TS,historical,May,5,1921,1921 5 01,0.6,5.5,10.4
CRU-TS,historical,May,5,1922,1922 5 01,-0.5,5.2,10.9
CRU-TS,historical,May,5,1923,1923 5 01,1,6.6,12.3
CRU-TS,historical,May,5,1924,1924 5 01,1.7,6.7,11.7
CRU-TS,historical,May,5,1925,1925 5 01,1.5,6.6,11.8
CRU-TS,historical,May,5,1926,1926 5 01,2.3,7.3,12.4
CRU-TS,historical,May,5,1927,1927 5 01,1.1,5.9,10.8
CRU-TS,historical,May,5,1928,1928 5 01,1.3,6,10.7
CRU-TS,historical,May,5,1929,1929 5 01,0.4,5.6,10.8
CRU-TS,historical,May,5,1930,1930 5 01,0.8,6.1,11.5
CRU-TS,historical,May,5,1931,1931 5 01,0.9,5.2,9.5
CRU-TS,historical,May,5,1932,1932 5 01,1.1,6,11
CRU-TS,historical,May,5,1933,1933 5 01,1.2,6.5,11.9
CRU-TS,historical,May,5,1934,1934 5 01,1.5,6.5,11.6
CRU-TS,historical,May,5,1935,1935 5 01,0.6,5.3,10
CRU-TS,historical,May,5,1936,1936 5 01,1.6,6.3,11.1
CRU-TS,historical,May,5,1937,1937 5 01,1.3,5.8,10.4
CRU-TS,historical,May,5,1938,1938 5 01,2,6,10.1
CRU-TS,historical,May,5,1939,1939 5 01,0.8,5.7,10.7
CRU-TS,historical,May,5,1940,1940 5 01,1.6,6.9,12.2
CRU-TS,historical,May,5,1941,1941 5 01,1.8,6.7,11.6
CRU-TS,historical,May,5,1942,1942 5 01,3.6,9.3,15.1
CRU-TS,historical,May,5,1943,1943 5 01,2.3,7,11.7
CRU-TS,historical,May,5,1944,1944 5 01,2.7,6.9,11.2
CRU-TS,historical,May,5,1945,1945 5 01,1.7,6.9,12.1
CRU-TS,historical,May,5,1946,1946 5 01,2.7,8.1,13.5
CRU-TS,historical,May,5,1947,1947 5 01,2.3,7.3,12.4
CRU-TS,historical,May,5,1948,1948 5 01,2.4,7.5,12.6
CRU-TS,historical,May,5,1949,1949 5 01,1,5.9,10.8
CRU-TS,historical,May,5,1950,1950 5 01,1.8,5.9,10
CRU-TS,historical,May,5,1951,1951 5 01,1.9,7,12.1
CRU-TS,historical,May,5,1952,1952 5 01,0.5,4.8,9.1
CRU-TS,historical,May,5,1953,1953 5 01,3,7.8,12.7
CRU-TS,historical,May,5,1954,1954 5 01,2.1,6.9,11.8
CRU-TS,historical,May,5,1955,1955 5 01,0.3,4.5,8.7
CRU-TS,historical,May,5,1956,1956 5 01,1.4,6.1,10.8
CRU-TS,historical,May,5,1957,1957 5 01,2.5,7.2,11.9
CRU-TS,historical,May,5,1958,1958 5 01,2.9,7.6,12.4
CRU-TS,historical,May,5,1959,1959 5 01,1.7,6.5,11.3
CRU-TS,historical,May,5,1960,1960 5 01,2.6,8.1,13.7
CRU-TS,historical,May,5,1961,1961 5 01,1.9,6.9,12
CRU-TS,historical,May,5,1962,1962 5 01,0.9,5.4,9.9
CRU-TS,historical,May,5,1963,1963 5 01,2.3,7.3,12.4
CRU-TS,historical,May,5,1964,1964 5 01,-0.6,4,8.7
CRU-TS,historical,May,5,1965,1965 5 01,0.4,4.5,8.6
CRU-TS,historical,May,5,1966,1966 5 01,0.4,4.5,8.7
CRU-TS,historical,May,5,1967,1967 5 01,1,6,11
CRU-TS,historical,May,5,1968,1968 5 01,1.7,6.6,11.6
CRU-TS,historical,May,5,1969,1969 5 01,1.9,6.9,12
CRU-TS,historical,May,5,1970,1970 5 01,1.9,6,10.1
CRU-TS,historical,May,5,1971,1971 5 01,0.3,4.3,8.3
CRU-TS,historical,May,5,1972,1972 5 01,0.4,5.2,10.1
CRU-TS,historical,May,5,1973,1973 5 01,1.4,5.9,10.4
CRU-TS,historical,May,5,1974,1974 5 01,1.4,6.4,11.4
CRU-TS,historical,May,5,1975,1975 5 01,1.7,6.3,11
CRU-TS,historical,May,5,1976,1976 5 01,1.9,5.4,8.9
CRU-TS,historical,May,5,1977,1977 5 01,1.7,6.4,11.1
CRU-TS,historical,May,5,1978,1978 5 01,2.4,6.8,11.2
CRU-TS,historical,May,5,1979,1979 5 01,2.7,6.9,11.2
CRU-TS,historical,May,5,1980,1980 5 01,2.6,7.5,12.5
CRU-TS,historical,May,5,1981,1981 5 01,3.5,8.9,14.3
CRU-TS,historical,May,5,1982,1982 5 01,1.6,5.5,9.5
CRU-TS,historical,May,5,1983,1983 5 01,3.2,7.6,12.1
CRU-TS,historical,May,5,1984,1984 5 01,1.4,6.6,11.9
CRU-TS,historical,May,5,1985,1985 5 01,1.4,5.7,10
CRU-TS,historical,May,5,1986,1986 5 01,1.5,5.8,10.2
CRU-TS,historical,May,5,1987,1987 5 01,2.8,6.8,10.9
CRU-TS,historical,May,5,1988,1988 5 01,2.3,7,11.7
CRU-TS,historical,May,5,1989,1989 5 01,3.1,7.7,12.4
CRU-TS,historical,May,5,1990,1990 5 01,3.4,8.4,13.5
CRU-TS,historical,May,5,1991,1991 5 01,2.8,7.4,12.1
CRU-TS,historical,May,5,1992,1992 5 01,1.4,5.8,10.2
CRU-TS,historical,May,5,1993,1993 5 01,3.7,9.1,14.6
CRU-TS,historical,May,5,1994,1994 5 01,2.6,7.1,11.6
CRU-TS,historical,May,5,1995,1995 5 01,3.3,8.5,13.7
CRU-TS,historical,May,5,1996,1996 5 01,1.6,6.9,12.3
CRU-TS,historical,May,5,1997,1997 5 01,2.3,7.5,12.7
CRU-TS,historical,May,5,1998,1998 5 01,3.4,8,12.6
CRU-TS,historical,May,5,1999,1999 5 01,1.5,5.5,9.5
CRU-TS,historical,May,5,2000,2000 5 01,1.3,6.1,10.9
CRU-TS,historical,May,5,2001,2001 5 01,0.9,5.4,9.9
CRU-TS,historical,May,5,2002,2002 5 01,1.6,6.8,12
CRU-TS,historical,May,5,2003,2003 5 01,1.1,6.5,11.9
CRU-TS,historical,May,5,2004,2004 5 01,3.7,8.6,13.6
CRU-TS,historical,May,5,2005,2005 5 01,3.9,9.6,15.3
CRU-TS,historical,May,5,2006,2006 5 01,2.9,7.3,11.7
CRU-TS,historical,May,5,2007,2007 5 01,2.4,7.1,11.8
CRU-TS,historical,May,5,2008,2008 5 01,2.5,7,11.5
CRU-TS,historical,May,5,2009,2009 5 01,1.4,7,12.6
CRU-TS,historical,May,5,2010,2010 5 01,2.6,8.2,13.9
CRU-TS,historical,May,5,2011,2011 5 01,3.2,8.1,13
CRU-TS,historical,May,5,2012,2012 5 01,2.3,5.8,9.4
CRU-TS,historical,May,5,2013,2013 5 01,1.5,6.3,11.2
CRU-TS,historical,May,5,2014,2014 5 01,3.5,8.9,14.3
CRU-TS,historical,May,5,2015,2015 5 01,4,9.4,14.8
CRU-TS,historical,June,6,1901,1901 6 01,4.9,9.2,13.6
CRU-TS,historical,June,6,1902,1902 6 01,5.5,10.6,15.8
CRU-TS,historical,June,6,1903,1903 6 01,5.7,10.4,15.1
CRU-TS,historical,June,6,1904,1904 6 01,4.9,8.5,12.2
CRU-TS,historical,June,6,1905,1905 6 01,6.8,10.7,14.6
CRU-TS,historical,June,6,1906,1906 6 01,5.4,10.3,15.2
CRU-TS,historical,June,6,1907,1907 6 01,3.9,9,14.2
CRU-TS,historical,June,6,1908,1908 6 01,4.8,9.8,14.9
CRU-TS,historical,June,6,1909,1909 6 01,4.6,9.6,14.7
CRU-TS,historical,June,6,1910,1910 6 01,3.8,8.8,13.9
CRU-TS,historical,June,6,1911,1911 6 01,3.8,9,14.2
CRU-TS,historical,June,6,1912,1912 6 01,3.9,8.8,13.7
CRU-TS,historical,June,6,1913,1913 6 01,5.2,10.5,15.9
CRU-TS,historical,June,6,1914,1914 6 01,5.2,10.5,15.8
CRU-TS,historical,June,6,1915,1915 6 01,6.6,11.9,17.2
CRU-TS,historical,June,6,1916,1916 6 01,4.3,9.5,14.8
CRU-TS,historical,June,6,1917,1917 6 01,3.9,8.6,13.3
CRU-TS,historical,June,6,1918,1918 6 01,3.8,9.1,14.5
CRU-TS,historical,June,6,1919,1919 6 01,3.9,8.7,13.6
CRU-TS,historical,June,6,1920,1920 6 01,3.9,8.9,14
CRU-TS,historical,June,6,1921,1921 6 01,4.9,10.5,16.2
CRU-TS,historical,June,6,1922,1922 6 01,4.1,9.2,14.4
CRU-TS,historical,June,6,1923,1923 6 01,4.7,10.3,15.9
CRU-TS,historical,June,6,1924,1924 6 01,4.5,10.3,16.1
CRU-TS,historical,June,6,1925,1925 6 01,4.1,9.4,14.7
CRU-TS,historical,June,6,1926,1926 6 01,5.5,11.3,17.2
CRU-TS,historical,June,6,1927,1927 6 01,5.2,10.3,15.4
CRU-TS,historical,June,6,1928,1928 6 01,4.5,10,15.6
CRU-TS,historical,June,6,1929,1929 6 01,4.5,9.9,15.3
CRU-TS,historical,June,6,1930,1930 6 01,3.6,8.8,14.1
CRU-TS,historical,June,6,1931,1931 6 01,4.4,9.9,15.5
CRU-TS,historical,June,6,1932,1932 6 01,3.7,7.9,12.2
CRU-TS,historical,June,6,1933,1933 6 01,3.1,8.2,13.4
CRU-TS,historical,June,6,1934,1934 6 01,3.9,9,14.1
CRU-TS,historical,June,6,1935,1935 6 01,4.2,9.3,14.4
CRU-TS,historical,June,6,1936,1936 6 01,6.4,11.9,17.5
CRU-TS,historical,June,6,1937,1937 6 01,5.5,10.6,15.8
CRU-TS,historical,June,6,1938,1938 6 01,4.4,8.4,12.5
CRU-TS,historical,June,6,1939,1939 6 01,4.3,9.5,14.8
CRU-TS,historical,June,6,1940,1940 6 01,4.9,9.9,14.9
CRU-TS,historical,June,6,1941,1941 6 01,6.3,10.9,15.5
CRU-TS,historical,June,6,1942,1942 6 01,5.9,10.5,15.1
CRU-TS,historical,June,6,1943,1943 6 01,6.2,10.8,15.5
CRU-TS,historical,June,6,1944,1944 6 01,6.5,11,15.6
CRU-TS,historical,June,6,1945,1945 6 01,5,9.2,13.4
CRU-TS,historical,June,6,1946,1946 6 01,7.6,12.8,18
CRU-TS,historical,June,6,1947,1947 6 01,5.1,9.8,14.5
CRU-TS,historical,June,6,1948,1948 6 01,5.7,11,16.4
CRU-TS,historical,June,6,1949,1949 6 01,3.9,7.9,12
CRU-TS,historical,June,6,1950,1950 6 01,6.4,11.5,16.7
CRU-TS,historical,June,6,1951,1951 6 01,5.8,9.7,13.7
CRU-TS,historical,June,6,1952,1952 6 01,4.8,9.6,14.4
CRU-TS,historical,June,6,1953,1953 6 01,6.9,11.7,16.5
CRU-TS,historical,June,6,1954,1954 6 01,5.5,10.5,15.6
CRU-TS,historical,June,6,1955,1955 6 01,4.2,8.7,13.2
CRU-TS,historical,June,6,1956,1956 6 01,4.3,8.8,13.4
CRU-TS,historical,June,6,1957,1957 6 01,6.3,11.4,16.5
CRU-TS,historical,June,6,1958,1958 6 01,7.6,12.6,17.7
CRU-TS,historical,June,6,1959,1959 6 01,6.6,11.8,17
CRU-TS,historical,June,6,1960,1960 6 01,5.6,9.7,13.9
CRU-TS,historical,June,6,1961,1961 6 01,5.6,9.9,14.3
CRU-TS,historical,June,6,1962,1962 6 01,5.1,9.1,13.1
CRU-TS,historical,June,6,1963,1963 6 01,4.3,8.4,12.5
CRU-TS,historical,June,6,1964,1964 6 01,6.5,11,15.5
CRU-TS,historical,June,6,1965,1965 6 01,3.2,7.6,12
CRU-TS,historical,June,6,1966,1966 6 01,5.1,10.2,15.3
CRU-TS,historical,June,6,1967,1967 6 01,6.4,11.2,16.1
CRU-TS,historical,June,6,1968,1968 6 01,5.2,9.7,14.2
CRU-TS,historical,June,6,1969,1969 6 01,6,11.9,17.9
CRU-TS,historical,June,6,1970,1970 6 01,4.5,8.8,13.2
CRU-TS,historical,June,6,1971,1971 6 01,4.4,9.6,14.8
CRU-TS,historical,June,6,1972,1972 6 01,4.5,8.9,13.4
CRU-TS,historical,June,6,1973,1973 6 01,4.7,9,13.3
CRU-TS,historical,June,6,1974,1974 6 01,4.6,9.1,13.6
CRU-TS,historical,June,6,1975,1975 6 01,4.9,8.9,12.9
CRU-TS,historical,June,6,1976,1976 6 01,5.2,9.9,14.7
CRU-TS,historical,June,6,1977,1977 6 01,5.7,10.1,14.6
CRU-TS,historical,June,6,1978,1978 6 01,5.4,9.8,14.3
CRU-TS,historical,June,6,1979,1979 6 01,5.8,9.7,13.6
CRU-TS,historical,June,6,1980,1980 6 01,6.1,11,16
CRU-TS,historical,June,6,1981,1981 6 01,5,9.7,14.5
CRU-TS,historical,June,6,1982,1982 6 01,5.5,10.4,15.3
CRU-TS,historical,June,6,1983,1983 6 01,6.8,11.4,16
CRU-TS,historical,June,6,1984,1984 6 01,5.2,9.7,14.2
CRU-TS,historical,June,6,1985,1985 6 01,4.3,8.2,12.1
CRU-TS,historical,June,6,1986,1986 6 01,4.6,9.7,14.8
CRU-TS,historical,June,6,1987,1987 6 01,5.6,9.1,12.7
CRU-TS,historical,June,6,1988,1988 6 01,5.8,10.3,14.9
CRU-TS,historical,June,6,1989,1989 6 01,6.4,10.7,15
CRU-TS,historical,June,6,1990,1990 6 01,7.2,11.2,15.3
CRU-TS,historical,June,6,1991,1991 6 01,6.4,10.9,15.4
CRU-TS,historical,June,6,1992,1992 6 01,5.7,10.8,16
CRU-TS,historical,June,6,1993,1993 6 01,6.3,11.3,16.3
CRU-TS,historical,June,6,1994,1994 6 01,6.5,11.1,15.8
CRU-TS,historical,June,6,1995,1995 6 01,7,11.5,16
CRU-TS,historical,June,6,1996,1996 6 01,5.4,10.1,14.9
CRU-TS,historical,June,6,1997,1997 6 01,6.1,11.3,16.6
CRU-TS,historical,June,6,1998,1998 6 01,6.5,11.4,16.3
CRU-TS,historical,June,6,1999,1999 6 01,6.6,11.2,15.9
CRU-TS,historical,June,6,2000,2000 6 01,6,10.5,15.1
CRU-TS,historical,June,6,2001,2001 6 01,6.3,10.9,15.5
CRU-TS,historical,June,6,2002,2002 6 01,5.8,10.2,14.6
CRU-TS,historical,June,6,2003,2003 6 01,6,10.2,14.4
CRU-TS,historical,June,6,2004,2004 6 01,6.5,12.4,18.3
CRU-TS,historical,June,6,2005,2005 6 01,6.8,11.5,16.3
CRU-TS,historical,June,6,2006,2006 6 01,5.9,10.7,15.6
CRU-TS,historical,June,6,2007,2007 6 01,6.3,10.9,15.6
CRU-TS,historical,June,6,2008,2008 6 01,5,9.3,13.6
CRU-TS,historical,June,6,2009,2009 6 01,5.4,10.5,15.7
CRU-TS,historical,June,6,2010,2010 6 01,6.4,10.6,14.8
CRU-TS,historical,June,6,2011,2011 6 01,7.1,11,14.9
CRU-TS,historical,June,6,2012,2012 6 01,5.8,9.7,13.6
CRU-TS,historical,June,6,2013,2013 6 01,7.5,12.5,17.6
CRU-TS,historical,June,6,2014,2014 6 01,5.7,9.7,13.7
CRU-TS,historical,June,6,2015,2015 6 01,7.6,11.8,16
CRU-TS,historical,July,7,1901,1901 7 01,7.1,11.9,16.8
CRU-TS,historical,July,7,1902,1902 7 01,8.5,12.6,16.7
CRU-TS,historical,July,7,1903,1903 7 01,7.3,11.7,16.1
CRU-TS,historical,July,7,1904,1904 7 01,6.8,10.7,14.7
CRU-TS,historical,July,7,1905,1905 7 01,8.4,12.5,16.6
CRU-TS,historical,July,7,1906,1906 7 01,7.3,11.9,16.5
CRU-TS,historical,July,7,1907,1907 7 01,6.9,11.7,16.6
CRU-TS,historical,July,7,1908,1908 7 01,6.3,11.2,16.1
CRU-TS,historical,July,7,1909,1909 7 01,7.5,11.9,16.4
CRU-TS,historical,July,7,1910,1910 7 01,6.4,11.6,16.9
CRU-TS,historical,July,7,1911,1911 7 01,6.6,12.1,17.7
CRU-TS,historical,July,7,1912,1912 7 01,6.7,11.6,16.6
CRU-TS,historical,July,7,1913,1913 7 01,6.4,11.5,16.7
CRU-TS,historical,July,7,1914,1914 7 01,7.9,12.2,16.6
CRU-TS,historical,July,7,1915,1915 7 01,8.7,14.3,20
CRU-TS,historical,July,7,1916,1916 7 01,6.6,11.4,16.3
CRU-TS,historical,July,7,1917,1917 7 01,5.9,10.5,15.2
CRU-TS,historical,July,7,1918,1918 7 01,6.9,12.5,18.1
CRU-TS,historical,July,7,1919,1919 7 01,7.3,12,16.8
CRU-TS,historical,July,7,1920,1920 7 01,6,11.3,16.7
CRU-TS,historical,July,7,1921,1921 7 01,6.9,11.3,15.8
CRU-TS,historical,July,7,1922,1922 7 01,6.5,11.4,16.4
CRU-TS,historical,July,7,1923,1923 7 01,7.3,13.1,19
CRU-TS,historical,July,7,1924,1924 7 01,5.8,10.8,15.9
CRU-TS,historical,July,7,1925,1925 7 01,5.9,11.2,16.5
CRU-TS,historical,July,7,1926,1926 7 01,7.3,12.3,17.3
CRU-TS,historical,July,7,1927,1927 7 01,7.6,12.8,18
CRU-TS,historical,July,7,1928,1928 7 01,6.6,11.5,16.5
CRU-TS,historical,July,7,1929,1929 7 01,5.9,10.9,16
CRU-TS,historical,July,7,1930,1930 7 01,7,11.7,16.4
CRU-TS,historical,July,7,1931,1931 7 01,6.6,11.5,16.5
CRU-TS,historical,July,7,1932,1932 7 01,6.6,11,15.5
CRU-TS,historical,July,7,1933,1933 7 01,6.8,11.2,15.7
CRU-TS,historical,July,7,1934,1934 7 01,5.7,11.2,16.8
CRU-TS,historical,July,7,1935,1935 7 01,7.5,11.6,15.8
CRU-TS,historical,July,7,1936,1936 7 01,7.7,12.8,17.9
CRU-TS,historical,July,7,1937,1937 7 01,7,11.2,15.5
CRU-TS,historical,July,7,1938,1938 7 01,6.9,11,15.1
CRU-TS,historical,July,7,1939,1939 7 01,7.3,11.8,16.3
CRU-TS,historical,July,7,1940,1940 7 01,7.7,12.7,17.7
CRU-TS,historical,July,7,1941,1941 7 01,8.3,12.2,16.1
CRU-TS,historical,July,7,1942,1942 7 01,7.9,12.2,16.5
CRU-TS,historical,July,7,1943,1943 7 01,7.5,11.7,15.9
CRU-TS,historical,July,7,1944,1944 7 01,8,12.3,16.6
CRU-TS,historical,July,7,1945,1945 7 01,7.4,11,14.7
CRU-TS,historical,July,7,1946,1946 7 01,8.3,12.2,16.2
CRU-TS,historical,July,7,1947,1947 7 01,7.5,13,18.5
CRU-TS,historical,July,7,1948,1948 7 01,7.3,12.5,17.7
CRU-TS,historical,July,7,1949,1949 7 01,6.9,11.2,15.5
CRU-TS,historical,July,7,1950,1950 7 01,7,11.4,15.8
CRU-TS,historical,July,7,1951,1951 7 01,8.9,14,19.2
CRU-TS,historical,July,7,1952,1952 7 01,7.7,12.1,16.5
CRU-TS,historical,July,7,1953,1953 7 01,8.8,13.2,17.6
CRU-TS,historical,July,7,1954,1954 7 01,6.9,11.2,15.5
CRU-TS,historical,July,7,1955,1955 7 01,8.1,12.7,17.3
CRU-TS,historical,July,7,1956,1956 7 01,7.6,12.3,17.1
CRU-TS,historical,July,7,1957,1957 7 01,7.3,12,16.8
CRU-TS,historical,July,7,1958,1958 7 01,8.9,13.3,17.8
CRU-TS,historical,July,7,1959,1959 7 01,6.5,10.9,15.3
CRU-TS,historical,July,7,1960,1960 7 01,7.6,11.5,15.5
CRU-TS,historical,July,7,1961,1961 7 01,7.7,12.1,16.5
CRU-TS,historical,July,7,1962,1962 7 01,7.7,12.4,17.2
CRU-TS,historical,July,7,1963,1963 7 01,8,12.2,16.5
CRU-TS,historical,July,7,1964,1964 7 01,7.2,11.3,15.4
CRU-TS,historical,July,7,1965,1965 7 01,6.7,11.4,16.1
CRU-TS,historical,July,7,1966,1966 7 01,7.6,12.2,16.9
CRU-TS,historical,July,7,1967,1967 7 01,7.5,11.3,15.2
CRU-TS,historical,July,7,1968,1968 7 01,7.7,12.3,16.9
CRU-TS,historical,July,7,1969,1969 7 01,7,10.9,14.8
CRU-TS,historical,July,7,1970,1970 7 01,6.6,10.8,15
CRU-TS,historical,July,7,1971,1971 7 01,7.4,12.3,17.2
CRU-TS,historical,July,7,1972,1972 7 01,7.6,12.7,17.9
CRU-TS,historical,July,7,1973,1973 7 01,7.4,11.4,15.5
CRU-TS,historical,July,7,1974,1974 7 01,7.1,11.3,15.5
CRU-TS,historical,July,7,1975,1975 7 01,8.1,12.2,16.4
