# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
NCAR-CCSM4,rcp45,July,2045,13.1,13.9,15.4
NCAR-CCSM4,rcp45,July,2046,11.2,15.3,12.8
NCAR-CCSM4,rcp45,July,2047,12.9,15.6,15.2
NCAR-CCSM4,rcp45,July,2048,14.5,14.2,17.1
NCAR-CCSM4,rcp45,July,2049,13.2,17.2,15.7
NCAR-CCSM4,rcp45,July,2050,12.5,14.3,15
NCAR-CCSM4,rcp45,July,2051,13.9,18.4,17
NCAR-CCSM4,rcp45,July,2052,12.8,17.6,14.5
NCAR-CCSM4,rcp45,July,2053,13.8,14.3,16.3
NCAR-CCSM4,rcp45,July,2054,17.8,15.5,21.6
NCAR-CCSM4,rcp45,July,2055,13.4,13.2,15.9
NCAR-CCSM4,rcp45,July,2056,12.5,15.3,14.6
NCAR-CCSM4,rcp45,July,2057,12.7,14.2,15.4
NCAR-CCSM4,rcp45,July,2058,10.7,14.9,12.9
NCAR-CCSM4,rcp45,July,2059,12.4,13.9,14.6
NCAR-CCSM4,rcp45,July,2060,12.7,13.3,15.4
NCAR-CCSM4,rcp45,July,2061,15.5,16.3,18.4
NCAR-CCSM4,rcp45,July,2062,14,14.1,16.8
NCAR-CCSM4,rcp45,July,2063,14.3,14.2,16.8
NCAR-CCSM4,rcp45,July,2064,13,13.5,15.5
NCAR-CCSM4,rcp45,July,2065,12.5,17.1,14.8
NCAR-CCSM4,rcp45,July,2066,15.7,18.4,19.1
NCAR-CCSM4,rcp45,July,2067,15.3,14,17.4
NCAR-CCSM4,rcp45,July,2068,13.8,15.7,16.7
NCAR-CCSM4,rcp45,July,2069,15.3,16.8,17.4
NCAR-CCSM4,rcp45,July,2070,15.1,13.6,18.4
NCAR-CCSM4,rcp45,July,2071,13.6,16.8,16.1
NCAR-CCSM4,rcp45,July,2072,13.8,16.8,15.8
NCAR-CCSM4,rcp45,July,2073,12.4,16,15.3
NCAR-CCSM4,rcp45,July,2074,13.2,15,15.9
NCAR-CCSM4,rcp45,July,2075,14.8,16.6,17.4
NCAR-CCSM4,rcp45,July,2076,15,18.6,17.9
NCAR-CCSM4,rcp45,July,2077,12.8,15.8,14.8
NCAR-CCSM4,rcp45,July,2078,13.1,16.4,15.4
NCAR-CCSM4,rcp45,July,2079,12.3,14.1,14.9
NCAR-CCSM4,rcp45,July,2080,14.5,17.3,16.9
NCAR-CCSM4,rcp45,July,2081,14.2,14.6,17.7
NCAR-CCSM4,rcp45,July,2082,14.3,12.8,16.9
NCAR-CCSM4,rcp45,July,2083,12.7,15.8,15.2
NCAR-CCSM4,rcp45,July,2084,13.5,14.3,15.5
NCAR-CCSM4,rcp45,July,2085,14.8,13.8,17.5
NCAR-CCSM4,rcp45,July,2086,14.7,16.5,18
NCAR-CCSM4,rcp45,July,2087,13,15.4,14.8
NCAR-CCSM4,rcp45,July,2088,14.8,13.6,17.6
NCAR-CCSM4,rcp45,July,2089,13.1,14.4,15.9
NCAR-CCSM4,rcp45,July,2090,14.5,16.2,17.7
NCAR-CCSM4,rcp45,July,2091,13.5,15.6,16.3
NCAR-CCSM4,rcp45,July,2092,15.4,16.4,18.7
NCAR-CCSM4,rcp45,July,2093,16,16,18.8
NCAR-CCSM4,rcp45,July,2094,17.1,18.5,20.8
NCAR-CCSM4,rcp45,July,2095,15.1,18.8,17.5
NCAR-CCSM4,rcp45,July,2096,16.3,18.6,19.6
NCAR-CCSM4,rcp45,July,2097,15.6,15.2,18.5
NCAR-CCSM4,rcp45,July,2098,15.3,18.8,18.5
NCAR-CCSM4,rcp45,July,2099,14,14.4,17.4
NCAR-CCSM4,rcp45,July,2100,15.4,14.9,18.2
NCAR-CCSM4,rcp45,August,2006,14.6,12.3,19
NCAR-CCSM4,rcp45,August,2007,14.2,11.4,17
NCAR-CCSM4,rcp45,August,2008,14.2,13,16.9
NCAR-CCSM4,rcp45,August,2009,12.8,14.3,14.6
NCAR-CCSM4,rcp45,August,2010,15.8,13,19
NCAR-CCSM4,rcp45,August,2011,13.7,13.1,16.9
NCAR-CCSM4,rcp45,August,2012,11.9,11.2,13.9
NCAR-CCSM4,rcp45,August,2013,14.9,11.9,18.5
NCAR-CCSM4,rcp45,August,2014,14,13.3,16.4
NCAR-CCSM4,rcp45,August,2015,12.3,11,14.6
NCAR-CCSM4,rcp45,August,2016,10.2,15.6,13
NCAR-CCSM4,rcp45,August,2017,11.7,14.3,13.4
NCAR-CCSM4,rcp45,August,2018,12.4,14,14.8
NCAR-CCSM4,rcp45,August,2019,12.2,12.4,14.6
NCAR-CCSM4,rcp45,August,2020,12.4,11.9,15
NCAR-CCSM4,rcp45,August,2021,13.6,12.2,16.6
NCAR-CCSM4,rcp45,August,2022,12.5,14.7,14.9
NCAR-CCSM4,rcp45,August,2023,12.6,11.7,15.2
NCAR-CCSM4,rcp45,August,2024,14,13.6,17.4
NCAR-CCSM4,rcp45,August,2025,12.6,13.3,15.8
NCAR-CCSM4,rcp45,August,2026,14.6,13.8,18
NCAR-CCSM4,rcp45,August,2027,12.9,12.8,15.3
NCAR-CCSM4,rcp45,August,2028,12.6,13.4,15.3
NCAR-CCSM4,rcp45,August,2029,12,12.2,14.5
NCAR-CCSM4,rcp45,August,2030,13.5,13,16.3
NCAR-CCSM4,rcp45,August,2031,14,13.4,16.9
NCAR-CCSM4,rcp45,August,2032,15.8,10.6,18.8
NCAR-CCSM4,rcp45,August,2033,13.4,12.6,15.6
NCAR-CCSM4,rcp45,August,2034,11.8,13.4,13.9
NCAR-CCSM4,rcp45,August,2035,14.3,12.9,17.3
NCAR-CCSM4,rcp45,August,2036,12.9,13.3,15.1
NCAR-CCSM4,rcp45,August,2037,11,13.2,13
NCAR-CCSM4,rcp45,August,2038,12.3,14.9,14.6
NCAR-CCSM4,rcp45,August,2039,12,13.4,14.5
NCAR-CCSM4,rcp45,August,2040,13.4,14.1,16.1
NCAR-CCSM4,rcp45,August,2041,13.8,16,15.9
NCAR-CCSM4,rcp45,August,2042,11.9,14.2,14.5
NCAR-CCSM4,rcp45,August,2043,10.4,15.1,12.5
NCAR-CCSM4,rcp45,August,2044,13.7,13.2,16.9
NCAR-CCSM4,rcp45,August,2045,13,12.9,15.8
NCAR-CCSM4,rcp45,August,2046,12.7,14.8,14.5
NCAR-CCSM4,rcp45,August,2047,13.6,15.3,16
NCAR-CCSM4,rcp45,August,2048,13.9,13.1,16.6
NCAR-CCSM4,rcp45,August,2049,13.8,16.6,16.9
NCAR-CCSM4,rcp45,August,2050,11.1,13.4,13.2
NCAR-CCSM4,rcp45,August,2051,12.5,14.6,15.1
NCAR-CCSM4,rcp45,August,2052,11.4,13.6,13.6
NCAR-CCSM4,rcp45,August,2053,16.2,14.4,20.7
NCAR-CCSM4,rcp45,August,2054,12.8,14.7,15.5
NCAR-CCSM4,rcp45,August,2055,13.5,12.8,16.1
NCAR-CCSM4,rcp45,August,2056,11.9,14.8,14.3
NCAR-CCSM4,rcp45,August,2057,12.1,13.1,14.5
NCAR-CCSM4,rcp45,August,2058,11.7,13.9,14.3
NCAR-CCSM4,rcp45,August,2059,12.4,13.8,15
NCAR-CCSM4,rcp45,August,2060,12.6,13.3,14.9
NCAR-CCSM4,rcp45,August,2061,14.5,14.8,18.2
NCAR-CCSM4,rcp45,August,2062,15.5,13.6,18.8
NCAR-CCSM4,rcp45,August,2063,14.6,13.3,17.5
NCAR-CCSM4,rcp45,August,2064,12.7,14.2,15
NCAR-CCSM4,rcp45,August,2065,12.7,15,15.6
NCAR-CCSM4,rcp45,August,2066,13.8,14.8,16.6
NCAR-CCSM4,rcp45,August,2067,12.8,14.3,15.4
NCAR-CCSM4,rcp45,August,2068,13.2,15,15.2
NCAR-CCSM4,rcp45,August,2069,14.6,16.2,17.9
NCAR-CCSM4,rcp45,August,2070,13,15.5,16
NCAR-CCSM4,rcp45,August,2071,12.5,14.9,14.6
NCAR-CCSM4,rcp45,August,2072,12.7,14.2,15.1
NCAR-CCSM4,rcp45,August,2073,12.7,16.5,14.7
NCAR-CCSM4,rcp45,August,2074,12.8,14.5,15.3
NCAR-CCSM4,rcp45,August,2075,16.2,17.3,18.7
NCAR-CCSM4,rcp45,August,2076,14.7,15.9,17.2
NCAR-CCSM4,rcp45,August,2077,14.3,13.4,17
NCAR-CCSM4,rcp45,August,2078,12.2,15,13.7
NCAR-CCSM4,rcp45,August,2079,13.3,13.9,16.4
NCAR-CCSM4,rcp45,August,2080,12.4,14.5,14.1
NCAR-CCSM4,rcp45,August,2081,14.8,14.5,17.4
NCAR-CCSM4,rcp45,August,2082,12.2,14.4,14.6
NCAR-CCSM4,rcp45,August,2083,13.4,14.4,16.2
NCAR-CCSM4,rcp45,August,2084,13.3,13,15.7
NCAR-CCSM4,rcp45,August,2085,15.5,13.1,18.9
NCAR-CCSM4,rcp45,August,2086,13.6,14.9,15.5
NCAR-CCSM4,rcp45,August,2087,11.8,16.3,14.3
NCAR-CCSM4,rcp45,August,2088,13.2,13.3,15.6
NCAR-CCSM4,rcp45,August,2089,15,15.4,19.1
NCAR-CCSM4,rcp45,August,2090,15.5,14.6,17.9
NCAR-CCSM4,rcp45,August,2091,14.4,15.7,17
NCAR-CCSM4,rcp45,August,2092,15.7,16,18.4
NCAR-CCSM4,rcp45,August,2093,17,14.4,20.7
NCAR-CCSM4,rcp45,August,2094,16.2,15.8,19.5
NCAR-CCSM4,rcp45,August,2095,16,15.2,19.2
NCAR-CCSM4,rcp45,August,2096,15.1,14.9,17.3
NCAR-CCSM4,rcp45,August,2097,15.6,14.4,18.1
NCAR-CCSM4,rcp45,August,2098,14,15.8,16.2
NCAR-CCSM4,rcp45,August,2099,15.8,13.9,18.3
NCAR-CCSM4,rcp45,August,2100,13,14,15.2
NCAR-CCSM4,rcp45,September,2006,10.8,9,12.8
NCAR-CCSM4,rcp45,September,2007,8.5,11.2,11.2
NCAR-CCSM4,rcp45,September,2008,10.5,7.8,13
NCAR-CCSM4,rcp45,September,2009,9,10.5,11.5
NCAR-CCSM4,rcp45,September,2010,12.4,12.6,15.3
NCAR-CCSM4,rcp45,September,2011,11.2,10.6,14.3
NCAR-CCSM4,rcp45,September,2012,8.8,8.5,11.6
NCAR-CCSM4,rcp45,September,2013,10.9,11.3,13.5
NCAR-CCSM4,rcp45,September,2014,11.8,11.8,13.9
NCAR-CCSM4,rcp45,September,2015,9.8,7.2,12.6
NCAR-CCSM4,rcp45,September,2016,8.9,11.8,11.7
NCAR-CCSM4,rcp45,September,2017,11.2,11.5,13.8
NCAR-CCSM4,rcp45,September,2018,9.1,10.7,11.1
NCAR-CCSM4,rcp45,September,2019,8,10.5,10.9
NCAR-CCSM4,rcp45,September,2020,8.7,10.2,11.6
NCAR-CCSM4,rcp45,September,2021,9.9,10.4,12
NCAR-CCSM4,rcp45,September,2022,10.8,10.6,13.1
NCAR-CCSM4,rcp45,September,2023,8.1,11.4,10.5
NCAR-CCSM4,rcp45,September,2024,10.8,10.3,13.1
NCAR-CCSM4,rcp45,September,2025,11.2,10.5,13.4
NCAR-CCSM4,rcp45,September,2026,12.6,13,15.1
NCAR-CCSM4,rcp45,September,2027,11.7,11.6,14.2
NCAR-CCSM4,rcp45,September,2028,10.1,10.8,12.8
NCAR-CCSM4,rcp45,September,2029,9.8,10.1,12.7
NCAR-CCSM4,rcp45,September,2030,9.9,11.8,11.9
NCAR-CCSM4,rcp45,September,2031,11.4,9.3,13.3
NCAR-CCSM4,rcp45,September,2032,11,9.4,13.5
NCAR-CCSM4,rcp45,September,2033,11.6,10.4,14.1
NCAR-CCSM4,rcp45,September,2034,8.7,10,11.4
NCAR-CCSM4,rcp45,September,2035,10,11,12.5
NCAR-CCSM4,rcp45,September,2036,9.3,10.1,12
NCAR-CCSM4,rcp45,September,2037,9.7,10.8,12.2
NCAR-CCSM4,rcp45,September,2038,9.6,12.8,11.8
NCAR-CCSM4,rcp45,September,2039,8.4,10.2,11.6
NCAR-CCSM4,rcp45,September,2040,9.2,11.3,12
NCAR-CCSM4,rcp45,September,2041,11.2,12.5,14
NCAR-CCSM4,rcp45,September,2042,11,11,14.5
NCAR-CCSM4,rcp45,September,2043,8.1,11.9,10.7
NCAR-CCSM4,rcp45,September,2044,11.5,10.3,13.9
NCAR-CCSM4,rcp45,September,2045,11.5,10.9,14.4
NCAR-CCSM4,rcp45,September,2046,8.1,12.2,10.9
NCAR-CCSM4,rcp45,September,2047,10.3,11.9,12.6
NCAR-CCSM4,rcp45,September,2048,9.3,11.6,12.2
NCAR-CCSM4,rcp45,September,2049,11.2,12.9,14
NCAR-CCSM4,rcp45,September,2050,9.2,9.8,11.5
NCAR-CCSM4,rcp45,September,2051,9.7,10.9,12.4
NCAR-CCSM4,rcp45,September,2052,10,13.5,12.6
NCAR-CCSM4,rcp45,September,2053,12.4,10.1,15.2
NCAR-CCSM4,rcp45,September,2054,10.7,12.3,12.9
NCAR-CCSM4,rcp45,September,2055,10.6,10.2,13.1
NCAR-CCSM4,rcp45,September,2056,11,11.4,12.8
NCAR-CCSM4,rcp45,September,2057,8.8,10.3,11.5
NCAR-CCSM4,rcp45,September,2058,9.3,12.8,11.7
NCAR-CCSM4,rcp45,September,2059,11.9,13.3,14.6
NCAR-CCSM4,rcp45,September,2060,10.9,12.3,13.5
NCAR-CCSM4,rcp45,September,2061,10.3,12.1,13.1
NCAR-CCSM4,rcp45,September,2062,10,13.2,12.6
NCAR-CCSM4,rcp45,September,2063,9.8,9.6,12.6
NCAR-CCSM4,rcp45,September,2064,10.9,11.6,12.8
NCAR-CCSM4,rcp45,September,2065,12.1,11.2,14.9
NCAR-CCSM4,rcp45,September,2066,10.1,13,12.7
NCAR-CCSM4,rcp45,September,2067,10.2,11.7,12.9
NCAR-CCSM4,rcp45,September,2068,10.7,10.6,13.5
NCAR-CCSM4,rcp45,September,2069,12.2,13.5,14.7
NCAR-CCSM4,rcp45,September,2070,10.1,12.4,13.3
NCAR-CCSM4,rcp45,September,2071,9.7,12.4,12.1
NCAR-CCSM4,rcp45,September,2072,10.5,12.4,12.8
NCAR-CCSM4,rcp45,September,2073,9.3,12,12
NCAR-CCSM4,rcp45,September,2074,10.7,12.2,13.5
NCAR-CCSM4,rcp45,September,2075,12.3,12.4,14.9
NCAR-CCSM4,rcp45,September,2076,11.1,14.7,13.8
NCAR-CCSM4,rcp45,September,2077,11.9,10.8,15.4
NCAR-CCSM4,rcp45,September,2078,9.5,13.1,12.7
NCAR-CCSM4,rcp45,September,2079,10.1,12.6,13.2
NCAR-CCSM4,rcp45,September,2080,11.5,12.1,13.8
NCAR-CCSM4,rcp45,September,2081,9.8,12.1,12.5
NCAR-CCSM4,rcp45,September,2082,9.6,12.5,12.3
NCAR-CCSM4,rcp45,September,2083,9.2,11.7,12.4
NCAR-CCSM4,rcp45,September,2084,11.6,11.1,14.2
NCAR-CCSM4,rcp45,September,2085,11.4,10.7,13.6
NCAR-CCSM4,rcp45,September,2086,11.5,11.9,13.6
NCAR-CCSM4,rcp45,September,2087,9.3,13.5,12.6
NCAR-CCSM4,rcp45,September,2088,12.8,10.3,14.7
NCAR-CCSM4,rcp45,September,2089,13.8,13.2,16.4
NCAR-CCSM4,rcp45,September,2090,10.8,11.6,13.4
NCAR-CCSM4,rcp45,September,2091,12.4,11.3,15.4
NCAR-CCSM4,rcp45,September,2092,10.9,13.2,13.3
NCAR-CCSM4,rcp45,September,2093,12.8,11.2,15.7
NCAR-CCSM4,rcp45,September,2094,11,9.6,13.3
NCAR-CCSM4,rcp45,September,2095,12.2,12.2,14.4
NCAR-CCSM4,rcp45,September,2096,12.8,10.5,15.5
NCAR-CCSM4,rcp45,September,2097,9.8,9.4,12.8
NCAR-CCSM4,rcp45,September,2098,10.2,13.6,12.9
NCAR-CCSM4,rcp45,September,2099,11.9,11.7,14.7
NCAR-CCSM4,rcp45,September,2100,11,11.8,13.9
NCAR-CCSM4,rcp45,October,2006,5,4.5,8.2
NCAR-CCSM4,rcp45,October,2007,3.7,7.4,7.7
NCAR-CCSM4,rcp45,October,2008,4.5,7.3,8
NCAR-CCSM4,rcp45,October,2009,5.4,8.7,8.4
NCAR-CCSM4,rcp45,October,2010,7,10.1,9.7
NCAR-CCSM4,rcp45,October,2011,4.2,5.4,7.3
NCAR-CCSM4,rcp45,October,2012,5.4,5.4,9.1
NCAR-CCSM4,rcp45,October,2013,8.2,6.7,11.2
NCAR-CCSM4,rcp45,October,2014,8.7,6.9,11.1
NCAR-CCSM4,rcp45,October,2015,6.6,3.4,10.3
NCAR-CCSM4,rcp45,October,2016,5.1,4,8.8
NCAR-CCSM4,rcp45,October,2017,7.5,9.2,10.2
NCAR-CCSM4,rcp45,October,2018,3,5.4,7.1
NCAR-CCSM4,rcp45,October,2019,5.4,5.9,8.2
NCAR-CCSM4,rcp45,October,2020,4.3,6.9,8.3
NCAR-CCSM4,rcp45,October,2021,5.9,4.8,8.9
NCAR-CCSM4,rcp45,October,2022,7.4,7.1,10.3
NCAR-CCSM4,rcp45,October,2023,1.4,6.8,5.9
NCAR-CCSM4,rcp45,October,2024,8.2,8.1,10.6
NCAR-CCSM4,rcp45,October,2025,6.9,4.6,9.9
NCAR-CCSM4,rcp45,October,2026,6,8.9,9.2
NCAR-CCSM4,rcp45,October,2027,6.9,6.9,9.8
NCAR-CCSM4,rcp45,October,2028,7,8,10.6
NCAR-CCSM4,rcp45,October,2029,8.7,8.9,11.5
NCAR-CCSM4,rcp45,October,2030,3.5,9.5,6.7
NCAR-CCSM4,rcp45,October,2031,5,6,8.6
NCAR-CCSM4,rcp45,October,2032,6,6,9.5
NCAR-CCSM4,rcp45,October,2033,4.7,5,8.4
NCAR-CCSM4,rcp45,October,2034,8.3,5.1,10.8
NCAR-CCSM4,rcp45,October,2035,7.1,7.8,9.9
NCAR-CCSM4,rcp45,October,2036,3.7,6.7,7.1
NCAR-CCSM4,rcp45,October,2037,6.8,9.3,10.1
NCAR-CCSM4,rcp45,October,2038,6.3,9.5,9.3
NCAR-CCSM4,rcp45,October,2039,8.3,7.5,11.4
NCAR-CCSM4,rcp45,October,2040,1.8,6.6,5.6
NCAR-CCSM4,rcp45,October,2041,6.6,10.8,9.8
NCAR-CCSM4,rcp45,October,2042,7,8.3,11
NCAR-CCSM4,rcp45,October,2043,8.6,9.1,11.3
NCAR-CCSM4,rcp45,October,2044,5.2,9.7,9.2
NCAR-CCSM4,rcp45,October,2045,6,5,9.1
NCAR-CCSM4,rcp45,October,2046,5.6,9.8,8.8
NCAR-CCSM4,rcp45,October,2047,5.6,5.9,8.5
NCAR-CCSM4,rcp45,October,2048,6.3,7.1,9.7
NCAR-CCSM4,rcp45,October,2049,8.8,10.5,10.9
NCAR-CCSM4,rcp45,October,2050,7.3,6.1,10.3
NCAR-CCSM4,rcp45,October,2051,4.5,8,7.6
NCAR-CCSM4,rcp45,October,2052,6.6,8.3,9
NCAR-CCSM4,rcp45,October,2053,5.4,9.2,8.2
NCAR-CCSM4,rcp45,October,2054,6,9.5,9.4
NCAR-CCSM4,rcp45,October,2055,8.5,8.9,10.7
NCAR-CCSM4,rcp45,October,2056,9.7,8.4,11.9
NCAR-CCSM4,rcp45,October,2057,1.7,7.7,5.6
NCAR-CCSM4,rcp45,October,2058,5.8,7.4,8.2
NCAR-CCSM4,rcp45,October,2059,7.9,6.2,10.5
NCAR-CCSM4,rcp45,October,2060,4.2,7.8,8.4
NCAR-CCSM4,rcp45,October,2061,7.5,7.1,10.1
NCAR-CCSM4,rcp45,October,2062,9.1,9.2,11.7
NCAR-CCSM4,rcp45,October,2063,10.6,7.8,13.6
NCAR-CCSM4,rcp45,October,2064,8,7.7,10.8
NCAR-CCSM4,rcp45,October,2065,7.8,8.4,10.4
NCAR-CCSM4,rcp45,October,2066,5.7,7.6,9.8
NCAR-CCSM4,rcp45,October,2067,5.9,7.5,9
NCAR-CCSM4,rcp45,October,2068,3.2,6.6,7.2
NCAR-CCSM4,rcp45,October,2069,6.2,6,8.8
NCAR-CCSM4,rcp45,October,2070,6.7,5.7,9.3
NCAR-CCSM4,rcp45,October,2071,10.5,12.3,12.8
NCAR-CCSM4,rcp45,October,2072,7.1,8.9,9.6
NCAR-CCSM4,rcp45,October,2073,7.6,9.8,10.3
NCAR-CCSM4,rcp45,October,2074,8.3,8.3,10.9
NCAR-CCSM4,rcp45,October,2075,7.9,8.9,10.5
NCAR-CCSM4,rcp45,October,2076,7.6,11.8,10.7
NCAR-CCSM4,rcp45,October,2077,8.7,6.7,11.3
NCAR-CCSM4,rcp45,October,2078,4.2,5,8.2
NCAR-CCSM4,rcp45,October,2079,4.4,7.5,8.4
NCAR-CCSM4,rcp45,October,2080,7,7.7,10.3
NCAR-CCSM4,rcp45,October,2081,7.2,7.2,10.3
NCAR-CCSM4,rcp45,October,2082,8.2,9.1,11
NCAR-CCSM4,rcp45,October,2083,5.4,9,8.7
NCAR-CCSM4,rcp45,October,2084,8,8.6,11.2
NCAR-CCSM4,rcp45,October,2085,5.4,6.4,7.9
NCAR-CCSM4,rcp45,October,2086,4,8.4,7.5
NCAR-CCSM4,rcp45,October,2087,6.3,7.6,9.8
NCAR-CCSM4,rcp45,October,2088,9.5,7.1,11.8
NCAR-CCSM4,rcp45,October,2089,3.4,7.2,6.3
NCAR-CCSM4,rcp45,October,2090,5.6,8.7,9.1
NCAR-CCSM4,rcp45,October,2091,5.1,9.6,8.2
NCAR-CCSM4,rcp45,October,2092,5.5,5.9,9
NCAR-CCSM4,rcp45,October,2093,4.3,3.9,7.4
NCAR-CCSM4,rcp45,October,2094,6.8,7.3,10.2
NCAR-CCSM4,rcp45,October,2095,7.3,11.3,10.3
NCAR-CCSM4,rcp45,October,2096,8.4,7.8,11.3
NCAR-CCSM4,rcp45,October,2097,5.3,7.5,8.8
NCAR-CCSM4,rcp45,October,2098,5.5,7.8,9.7
NCAR-CCSM4,rcp45,October,2099,9,4.5,11.5
NCAR-CCSM4,rcp45,October,2100,7.8,10.3,10.9
NCAR-CCSM4,rcp45,November,2006,0.2,0.6,4.4
NCAR-CCSM4,rcp45,November,2007,4.5,-4.1,7.5
NCAR-CCSM4,rcp45,November,2008,-4.1,3.4,1.2
NCAR-CCSM4,rcp45,November,2009,-4.8,-1.4,0.6
NCAR-CCSM4,rcp45,November,2010,-2.7,4.5,3.6
NCAR-CCSM4,rcp45,November,2011,-2.8,0.6,3.3
NCAR-CCSM4,rcp45,November,2012,-4.3,-2,0.8
NCAR-CCSM4,rcp45,November,2013,3.1,-1.2,6.1
NCAR-CCSM4,rcp45,November,2014,3.1,0.9,6.8
NCAR-CCSM4,rcp45,November,2015,-1.3,0,4.2
NCAR-CCSM4,rcp45,November,2016,-4.2,-0.2,-0.9
NCAR-CCSM4,rcp45,November,2017,-2.8,6.1,2.3
NCAR-CCSM4,rcp45,November,2018,-2.4,3,2.8
NCAR-CCSM4,rcp45,November,2019,-0.7,0.7,3.9
NCAR-CCSM4,rcp45,November,2020,-1.3,-0.1,3.1
NCAR-CCSM4,rcp45,November,2021,-4.1,-0.2,1.4
NCAR-CCSM4,rcp45,November,2022,2.6,4.7,5.3
NCAR-CCSM4,rcp45,November,2023,-2.3,-1.6,3.3
NCAR-CCSM4,rcp45,November,2024,2.6,4.2,6
NCAR-CCSM4,rcp45,November,2025,2,0.3,5.3
NCAR-CCSM4,rcp45,November,2026,1.9,5.9,5.3
NCAR-CCSM4,rcp45,November,2027,-1.1,2,2.3
NCAR-CCSM4,rcp45,November,2028,-1.1,-4.5,2
NCAR-CCSM4,rcp45,November,2029,1.1,3,4.8
NCAR-CCSM4,rcp45,November,2030,-0.4,3,3
NCAR-CCSM4,rcp45,November,2031,0.8,0.5,4.3
NCAR-CCSM4,rcp45,November,2032,-1.2,3.2,2.7
NCAR-CCSM4,rcp45,November,2033,-0.7,-2.5,4.6
NCAR-CCSM4,rcp45,November,2034,-0.4,-0.2,4.5
NCAR-CCSM4,rcp45,November,2035,-3.4,-0.4,0.7
NCAR-CCSM4,rcp45,November,2036,-3.1,-4,1.4
NCAR-CCSM4,rcp45,November,2037,-0.7,2.8,3.1
NCAR-CCSM4,rcp45,November,2038,-1.6,3,2.8
NCAR-CCSM4,rcp45,November,2039,-1.6,4.1,2.8
NCAR-CCSM4,rcp45,November,2040,-4.8,3.4,-0.5
NCAR-CCSM4,rcp45,November,2041,0.5,4.9,4.3
NCAR-CCSM4,rcp45,November,2042,-3.8,0.4,0.8
NCAR-CCSM4,rcp45,November,2043,-0.9,3.3,5.5
NCAR-CCSM4,rcp45,November,2044,-0.6,1.8,3.7
NCAR-CCSM4,rcp45,November,2045,-0.6,1.4,3.7
NCAR-CCSM4,rcp45,November,2046,-0.9,2.6,1.9
NCAR-CCSM4,rcp45,November,2047,0.5,-2.2,4.4
NCAR-CCSM4,rcp45,November,2048,-0.5,2.9,4.2
NCAR-CCSM4,rcp45,November,2049,1.7,0.4,5.3
NCAR-CCSM4,rcp45,November,2050,-0.6,-1.2,2.9
NCAR-CCSM4,rcp45,November,2051,-5.2,4,0.5
NCAR-CCSM4,rcp45,November,2052,0.1,-1.6,5
NCAR-CCSM4,rcp45,November,2053,-0.2,2.4,3.2
NCAR-CCSM4,rcp45,November,2054,-1.2,3.7,3.2
NCAR-CCSM4,rcp45,November,2055,-5.5,4.8,-0.9
NCAR-CCSM4,rcp45,November,2056,-0.4,1.6,3.6
NCAR-CCSM4,rcp45,November,2057,3.1,-0.8,5.8
NCAR-CCSM4,rcp45,November,2058,-3.6,-2,2.8
NCAR-CCSM4,rcp45,November,2059,-0.8,1.6,2.6
NCAR-CCSM4,rcp45,November,2060,-2.5,3.7,2.1
NCAR-CCSM4,rcp45,November,2061,1.5,2.6,5.2
NCAR-CCSM4,rcp45,November,2062,-3.2,1,-0.2
NCAR-CCSM4,rcp45,November,2063,0.8,0.6,4.4
NCAR-CCSM4,rcp45,November,2064,1,1.4,4.2
NCAR-CCSM4,rcp45,November,2065,1,2.2,5.6
NCAR-CCSM4,rcp45,November,2066,2.5,1.9,5.7
NCAR-CCSM4,rcp45,November,2067,-3.9,3.4,-0.1
NCAR-CCSM4,rcp45,November,2068,-1.3,1,4.2
NCAR-CCSM4,rcp45,November,2069,-3.6,1.3,1.4
NCAR-CCSM4,rcp45,November,2070,4.3,0.7,7.2
NCAR-CCSM4,rcp45,November,2071,4.4,5.6,7.6
NCAR-CCSM4,rcp45,November,2072,-0.7,-1.5,2.9
NCAR-CCSM4,rcp45,November,2073,1.4,-1.7,4.3
NCAR-CCSM4,rcp45,November,2074,1,1.4,4.6
NCAR-CCSM4,rcp45,November,2075,4.9,4,8.1
NCAR-CCSM4,rcp45,November,2076,1.1,6.4,4.4
NCAR-CCSM4,rcp45,November,2077,0.4,1,4.1
NCAR-CCSM4,rcp45,November,2078,1.5,1.5,4.5
NCAR-CCSM4,rcp45,November,2079,-2.6,4.2,3
NCAR-CCSM4,rcp45,November,2080,3.5,0.7,6.6
NCAR-CCSM4,rcp45,November,2081,0.7,-0.6,5.7
NCAR-CCSM4,rcp45,November,2082,-3.6,6,-0.4
NCAR-CCSM4,rcp45,November,2083,0.5,3,3.9
NCAR-CCSM4,rcp45,November,2084,1,2.5,5.2
NCAR-CCSM4,rcp45,November,2085,-0.4,1.8,3.6
NCAR-CCSM4,rcp45,November,2086,-0.2,-1.8,4.7
NCAR-CCSM4,rcp45,November,2087,0.5,0.5,5.5
