# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
NCAR-CCSM4,rcp45,November,2088,0.7,0.7,4.2
NCAR-CCSM4,rcp45,November,2089,0.1,5.4,4.5
NCAR-CCSM4,rcp45,November,2090,-4.4,4.2,0.2
NCAR-CCSM4,rcp45,November,2091,2.2,-0.5,5.9
NCAR-CCSM4,rcp45,November,2092,5.6,1.1,8.8
NCAR-CCSM4,rcp45,November,2093,-1.9,5.2,2.6
NCAR-CCSM4,rcp45,November,2094,5.6,2.3,8.5
NCAR-CCSM4,rcp45,November,2095,1.1,-2.1,5.4
NCAR-CCSM4,rcp45,November,2096,1.6,2.7,5.5
NCAR-CCSM4,rcp45,November,2097,-4,0.8,-0.9
NCAR-CCSM4,rcp45,November,2098,0.5,4.6,4.2
NCAR-CCSM4,rcp45,November,2099,2,4.2,6.7
NCAR-CCSM4,rcp45,November,2100,2.6,2.4,6.4
NCAR-CCSM4,rcp45,December,2006,-0.3,1.5,3.7
NCAR-CCSM4,rcp45,December,2007,-0.1,-0.8,4.5
NCAR-CCSM4,rcp45,December,2008,-4.5,2.3,0.4
NCAR-CCSM4,rcp45,December,2009,-1.6,-4.4,2.2
NCAR-CCSM4,rcp45,December,2010,-6,0.9,1.1
NCAR-CCSM4,rcp45,December,2011,-4.6,-3.9,-0.1
NCAR-CCSM4,rcp45,December,2012,-1.2,-6.7,2.6
NCAR-CCSM4,rcp45,December,2013,-1.6,-3,2.1
NCAR-CCSM4,rcp45,December,2014,-2.9,-4.1,2.5
NCAR-CCSM4,rcp45,December,2015,-4.1,-6.8,0
NCAR-CCSM4,rcp45,December,2016,-3.1,-3,1.7
NCAR-CCSM4,rcp45,December,2017,-4,2.1,1.1
NCAR-CCSM4,rcp45,December,2018,-10.2,-1.2,-5.5
NCAR-CCSM4,rcp45,December,2019,-9.9,-0.6,-3.7
NCAR-CCSM4,rcp45,December,2020,-8.1,-1.8,-3.9
NCAR-CCSM4,rcp45,December,2021,-6.4,-3.7,-1.8
NCAR-CCSM4,rcp45,December,2022,-7.2,-4.3,-1.1
NCAR-CCSM4,rcp45,December,2023,-5.3,2,-1.5
NCAR-CCSM4,rcp45,December,2024,-4.4,-1.9,0.3
NCAR-CCSM4,rcp45,December,2025,-4.4,-7.9,-0.4
NCAR-CCSM4,rcp45,December,2026,-1.7,-2.3,2.7
NCAR-CCSM4,rcp45,December,2027,-4.3,2.8,0
NCAR-CCSM4,rcp45,December,2028,1.5,-8.3,5.4
NCAR-CCSM4,rcp45,December,2029,-2.1,-2,1.5
NCAR-CCSM4,rcp45,December,2030,-5.9,-1.8,-1
NCAR-CCSM4,rcp45,December,2031,1.9,1.5,4.3
NCAR-CCSM4,rcp45,December,2032,-3.3,-0.8,-0.4
NCAR-CCSM4,rcp45,December,2033,-4.8,-2.1,-0.5
NCAR-CCSM4,rcp45,December,2034,-3.1,-5.7,1.5
NCAR-CCSM4,rcp45,December,2035,-2,-4.8,2.5
NCAR-CCSM4,rcp45,December,2036,-5.4,-3.5,0
NCAR-CCSM4,rcp45,December,2037,-1.2,0.8,2.4
NCAR-CCSM4,rcp45,December,2038,-1.3,3.2,2.7
NCAR-CCSM4,rcp45,December,2039,-2.4,0,1.9
NCAR-CCSM4,rcp45,December,2040,-3.1,-2,0.7
NCAR-CCSM4,rcp45,December,2041,-1.5,-3.8,2.4
NCAR-CCSM4,rcp45,December,2042,-6.3,-5.6,-1.1
NCAR-CCSM4,rcp45,December,2043,-3.1,-7.5,1.1
NCAR-CCSM4,rcp45,December,2044,-8.1,-0.7,-2.6
NCAR-CCSM4,rcp45,December,2045,-2.8,1.9,1.7
NCAR-CCSM4,rcp45,December,2046,-7.1,0,-2
NCAR-CCSM4,rcp45,December,2047,-0.8,-0.6,3.5
NCAR-CCSM4,rcp45,December,2048,2,0.1,4.9
NCAR-CCSM4,rcp45,December,2049,-0.1,-2.9,3.2
NCAR-CCSM4,rcp45,December,2050,-8.4,-1.8,-4.8
NCAR-CCSM4,rcp45,December,2051,-2.7,3.3,1.2
NCAR-CCSM4,rcp45,December,2052,0.2,-0.5,3.9
NCAR-CCSM4,rcp45,December,2053,-3.9,1,1
NCAR-CCSM4,rcp45,December,2054,-5.8,-3.2,-0.3
NCAR-CCSM4,rcp45,December,2055,-3.9,-1.1,-0.9
NCAR-CCSM4,rcp45,December,2056,-7.6,4.5,-2.2
NCAR-CCSM4,rcp45,December,2057,2,2.5,5
NCAR-CCSM4,rcp45,December,2058,-3.1,-2.2,1
NCAR-CCSM4,rcp45,December,2059,-6.4,2,0.4
NCAR-CCSM4,rcp45,December,2060,-5.7,0.2,-1.2
NCAR-CCSM4,rcp45,December,2061,-0.9,1.2,2.3
NCAR-CCSM4,rcp45,December,2062,-0.3,-4.1,3.9
NCAR-CCSM4,rcp45,December,2063,-7.2,-1.3,-2.5
NCAR-CCSM4,rcp45,December,2064,-5.2,-4.2,-0.2
NCAR-CCSM4,rcp45,December,2065,-6.1,-4.1,-2.3
NCAR-CCSM4,rcp45,December,2066,-8.3,1.3,-4.6
NCAR-CCSM4,rcp45,December,2067,-2.2,1.5,3
NCAR-CCSM4,rcp45,December,2068,-7.1,0.1,-2.7
NCAR-CCSM4,rcp45,December,2069,-5.2,-1.5,0.7
NCAR-CCSM4,rcp45,December,2070,2.4,3.7,5.2
NCAR-CCSM4,rcp45,December,2071,2.9,2.5,5.7
NCAR-CCSM4,rcp45,December,2072,0.8,1.5,4.1
NCAR-CCSM4,rcp45,December,2073,-7,-3.5,-2.8
NCAR-CCSM4,rcp45,December,2074,-6.5,3.1,-2.6
NCAR-CCSM4,rcp45,December,2075,1,2.4,4.3
NCAR-CCSM4,rcp45,December,2076,-0.1,5.7,3.4
NCAR-CCSM4,rcp45,December,2077,-4.5,-2.1,-0.7
NCAR-CCSM4,rcp45,December,2078,-5.1,-2.1,-0.6
NCAR-CCSM4,rcp45,December,2079,-5.1,3.5,-2.4
NCAR-CCSM4,rcp45,December,2080,-6,-5.2,-0.1
NCAR-CCSM4,rcp45,December,2081,-1.1,-0.5,3.2
NCAR-CCSM4,rcp45,December,2082,-4,-2.6,0.5
NCAR-CCSM4,rcp45,December,2083,-3.6,4.2,1.9
NCAR-CCSM4,rcp45,December,2084,-1.9,-2.3,2
NCAR-CCSM4,rcp45,December,2085,2.2,-4.6,5.4
NCAR-CCSM4,rcp45,December,2086,-4.9,0.5,0.7
NCAR-CCSM4,rcp45,December,2087,-4.2,0,1.1
NCAR-CCSM4,rcp45,December,2088,-4.3,-5.4,-0.9
NCAR-CCSM4,rcp45,December,2089,-1.7,-2.8,3.4
NCAR-CCSM4,rcp45,December,2090,-7.4,0.4,-3.7
NCAR-CCSM4,rcp45,December,2091,2.4,2.2,5.1
NCAR-CCSM4,rcp45,December,2092,3.6,-1.7,6.8
NCAR-CCSM4,rcp45,December,2093,-1.1,-1.2,2.6
NCAR-CCSM4,rcp45,December,2094,1.8,1.5,5.8
NCAR-CCSM4,rcp45,December,2095,-1.3,1.5,3.9
NCAR-CCSM4,rcp45,December,2096,1.2,-0.4,4.4
NCAR-CCSM4,rcp45,December,2097,-4.6,-3,-0.4
NCAR-CCSM4,rcp45,December,2098,2.3,-2.5,5.4
NCAR-CCSM4,rcp45,December,2099,-3,-1.3,0.5
NCAR-CCSM4,rcp45,December,2100,-2.1,1.8,3.1
NCAR-CCSM4,rcp85,January,2006,-2.9,-4,1.8
NCAR-CCSM4,rcp85,January,2007,-8.2,-4.4,-2.8
NCAR-CCSM4,rcp85,January,2008,-11.9,0.6,-7.1
NCAR-CCSM4,rcp85,January,2009,-3,-1.1,1.2
NCAR-CCSM4,rcp85,January,2010,0.6,-5.6,3.4
NCAR-CCSM4,rcp85,January,2011,1,-2.2,3.9
NCAR-CCSM4,rcp85,January,2012,-7.1,-2.6,-2.6
NCAR-CCSM4,rcp85,January,2013,-9.7,-9.1,-3.4
NCAR-CCSM4,rcp85,January,2014,-3.5,0.6,-0.2
NCAR-CCSM4,rcp85,January,2015,-2.1,-8.9,1
NCAR-CCSM4,rcp85,January,2016,-2.3,-10,1.5
NCAR-CCSM4,rcp85,January,2017,0,-2.3,3
NCAR-CCSM4,rcp85,January,2018,-4.2,-7.3,0.5
NCAR-CCSM4,rcp85,January,2019,0.5,0.6,3.8
NCAR-CCSM4,rcp85,January,2020,-4.2,-3.7,1.3
NCAR-CCSM4,rcp85,January,2021,-3.4,-5.4,0.7
NCAR-CCSM4,rcp85,January,2022,-0.5,-3.6,2.9
NCAR-CCSM4,rcp85,January,2023,-4.5,-4.5,-0.2
NCAR-CCSM4,rcp85,January,2024,-6.4,-2.4,-0.6
NCAR-CCSM4,rcp85,January,2025,-9.3,0.4,-3.2
NCAR-CCSM4,rcp85,January,2026,-6.7,1.8,-2.7
NCAR-CCSM4,rcp85,January,2027,-5,-3.4,-1.8
NCAR-CCSM4,rcp85,January,2028,-2,-1.9,1.1
NCAR-CCSM4,rcp85,January,2029,-0.9,0.2,2.6
NCAR-CCSM4,rcp85,January,2030,0.2,0.1,3.8
NCAR-CCSM4,rcp85,January,2031,-13.1,-1.4,-7.2
NCAR-CCSM4,rcp85,January,2032,-6.5,-2.4,-1.9
NCAR-CCSM4,rcp85,January,2033,2.8,2.4,5.9
NCAR-CCSM4,rcp85,January,2034,-4.3,-4.8,0.7
NCAR-CCSM4,rcp85,January,2035,-1.9,-5.3,1.2
NCAR-CCSM4,rcp85,January,2036,-7.4,2.2,-2.9
NCAR-CCSM4,rcp85,January,2037,-0.3,0.5,3.5
NCAR-CCSM4,rcp85,January,2038,-5.5,-2.8,-1.8
NCAR-CCSM4,rcp85,January,2039,-8.6,-1.9,-4.3
NCAR-CCSM4,rcp85,January,2040,2.5,-0.5,4.9
NCAR-CCSM4,rcp85,January,2041,-0.6,-1.9,3.4
NCAR-CCSM4,rcp85,January,2042,-3.4,-0.9,0.6
NCAR-CCSM4,rcp85,January,2043,-4.5,-3.6,0.1
NCAR-CCSM4,rcp85,January,2044,-3,1.4,1.1
NCAR-CCSM4,rcp85,January,2045,-4.3,3,0.4
NCAR-CCSM4,rcp85,January,2046,-4.3,0.1,0.7
NCAR-CCSM4,rcp85,January,2047,0,1,2.9
NCAR-CCSM4,rcp85,January,2048,-2.7,-0.4,1.2
NCAR-CCSM4,rcp85,January,2049,0.7,2.4,3.8
NCAR-CCSM4,rcp85,January,2050,-0.9,-3.2,2.8
NCAR-CCSM4,rcp85,January,2051,2.8,0,5.1
NCAR-CCSM4,rcp85,January,2052,2.4,-3,5.2
NCAR-CCSM4,rcp85,January,2053,-8.6,-4.7,-3.9
NCAR-CCSM4,rcp85,January,2054,-9.3,-1.2,-1.8
NCAR-CCSM4,rcp85,January,2055,-8.2,-2.4,-3.5
NCAR-CCSM4,rcp85,January,2056,-0.6,-4.4,3.5
NCAR-CCSM4,rcp85,January,2057,-4.7,-2.4,-0.3
NCAR-CCSM4,rcp85,January,2058,0,3.2,3.6
NCAR-CCSM4,rcp85,January,2059,-8.1,5.3,-1.9
NCAR-CCSM4,rcp85,January,2060,1.1,-3.4,4.2
NCAR-CCSM4,rcp85,January,2061,-3.8,2,0.1
NCAR-CCSM4,rcp85,January,2062,-1.4,0.8,2.1
NCAR-CCSM4,rcp85,January,2063,0.2,2.2,2.9
NCAR-CCSM4,rcp85,January,2064,0.9,1,3.9
NCAR-CCSM4,rcp85,January,2065,-9.2,-3.5,-4.4
NCAR-CCSM4,rcp85,January,2066,-0.8,-1.7,3.6
NCAR-CCSM4,rcp85,January,2067,-1.2,-3.9,2.2
NCAR-CCSM4,rcp85,January,2068,-3.6,1.4,-0.8
NCAR-CCSM4,rcp85,January,2069,1.2,-1.9,4.3
NCAR-CCSM4,rcp85,January,2070,-1.1,2.3,2.3
NCAR-CCSM4,rcp85,January,2071,-4.4,4,0.3
NCAR-CCSM4,rcp85,January,2072,-1.8,3.3,2.2
NCAR-CCSM4,rcp85,January,2073,-4.4,-1,-0.8
NCAR-CCSM4,rcp85,January,2074,-2.8,0.7,0.7
NCAR-CCSM4,rcp85,January,2075,2.7,2,5.4
NCAR-CCSM4,rcp85,January,2076,1.3,1.9,5
NCAR-CCSM4,rcp85,January,2077,2.3,-1.5,5.5
NCAR-CCSM4,rcp85,January,2078,1,4.2,5
NCAR-CCSM4,rcp85,January,2079,1.6,1.9,5.1
NCAR-CCSM4,rcp85,January,2080,-7.9,2.9,-4.3
NCAR-CCSM4,rcp85,January,2081,-7.2,5.1,-2.7
NCAR-CCSM4,rcp85,January,2082,1.8,3.3,5.4
NCAR-CCSM4,rcp85,January,2083,0.4,-3.9,4.5
NCAR-CCSM4,rcp85,January,2084,0.9,-4.9,3.8
NCAR-CCSM4,rcp85,January,2085,-6.9,5.4,-2.5
NCAR-CCSM4,rcp85,January,2086,5.3,1.3,7.5
NCAR-CCSM4,rcp85,January,2087,4.8,1.9,7.6
NCAR-CCSM4,rcp85,January,2088,4.8,4.7,7.7
NCAR-CCSM4,rcp85,January,2089,3.6,4.4,6.3
NCAR-CCSM4,rcp85,January,2090,0.3,-0.8,3.4
NCAR-CCSM4,rcp85,January,2091,-0.3,-0.4,3
NCAR-CCSM4,rcp85,January,2092,2.2,4.7,5.2
NCAR-CCSM4,rcp85,January,2093,2.1,1,4.7
NCAR-CCSM4,rcp85,January,2094,-0.2,-1.4,3
NCAR-CCSM4,rcp85,January,2095,0.8,0.4,3.8
NCAR-CCSM4,rcp85,January,2096,-1,2.7,2
NCAR-CCSM4,rcp85,January,2097,-2.8,1.9,1.8
NCAR-CCSM4,rcp85,January,2098,-2,0.2,0.3
NCAR-CCSM4,rcp85,January,2099,2.4,2.9,5.1
NCAR-CCSM4,rcp85,January,2100,2,1.6,5.2
NCAR-CCSM4,rcp85,February,2006,0.5,0.7,4.2
NCAR-CCSM4,rcp85,February,2007,-4.7,3.6,0.7
NCAR-CCSM4,rcp85,February,2008,-2.8,-2,1.7
NCAR-CCSM4,rcp85,February,2009,-0.9,-0.1,2.8
NCAR-CCSM4,rcp85,February,2010,0.1,0.1,3.2
NCAR-CCSM4,rcp85,February,2011,-3.8,-1.3,0.7
NCAR-CCSM4,rcp85,February,2012,-6.5,3.6,-1.5
NCAR-CCSM4,rcp85,February,2013,-12.8,-0.9,-7
NCAR-CCSM4,rcp85,February,2014,-6.8,2.8,-1.2
NCAR-CCSM4,rcp85,February,2015,1,0.5,3.6
NCAR-CCSM4,rcp85,February,2016,-5.8,1.1,-1.4
NCAR-CCSM4,rcp85,February,2017,3.6,1.8,6.2
NCAR-CCSM4,rcp85,February,2018,0.5,-1.5,4.6
NCAR-CCSM4,rcp85,February,2019,2,-2.5,5.2
NCAR-CCSM4,rcp85,February,2020,-5.3,-1.3,1
NCAR-CCSM4,rcp85,February,2021,-4.1,4.5,0.3
NCAR-CCSM4,rcp85,February,2022,-0.5,-1.1,3
NCAR-CCSM4,rcp85,February,2023,2.9,-0.9,5.9
NCAR-CCSM4,rcp85,February,2024,-3.6,1.8,1.1
NCAR-CCSM4,rcp85,February,2025,3.8,2.7,6.6
NCAR-CCSM4,rcp85,February,2026,-2.4,5.9,1.8
NCAR-CCSM4,rcp85,February,2027,-5.7,2.7,-0.4
NCAR-CCSM4,rcp85,February,2028,-3.9,-1.8,0.3
NCAR-CCSM4,rcp85,February,2029,3.5,-4.5,6.9
NCAR-CCSM4,rcp85,February,2030,0.5,4.5,3.9
NCAR-CCSM4,rcp85,February,2031,-8.2,4,-3.6
NCAR-CCSM4,rcp85,February,2032,-3.1,0.4,0.7
NCAR-CCSM4,rcp85,February,2033,4.4,3.2,6.8
NCAR-CCSM4,rcp85,February,2034,2.9,0.5,5.6
NCAR-CCSM4,rcp85,February,2035,2.5,2.6,5.7
NCAR-CCSM4,rcp85,February,2036,-9.5,7.1,-5.5
NCAR-CCSM4,rcp85,February,2037,4.1,3.1,6.7
NCAR-CCSM4,rcp85,February,2038,-1.8,1.9,3.1
NCAR-CCSM4,rcp85,February,2039,-6.4,4.6,-0.2
NCAR-CCSM4,rcp85,February,2040,4.2,0.4,6.5
NCAR-CCSM4,rcp85,February,2041,3.8,4,7.1
NCAR-CCSM4,rcp85,February,2042,0.9,1.2,4.3
NCAR-CCSM4,rcp85,February,2043,-3.2,-1,0.7
NCAR-CCSM4,rcp85,February,2044,-4.6,2,-0.3
NCAR-CCSM4,rcp85,February,2045,2.6,1.5,5.5
NCAR-CCSM4,rcp85,February,2046,-6.5,5,-1.9
NCAR-CCSM4,rcp85,February,2047,-2.2,-1.2,3.3
NCAR-CCSM4,rcp85,February,2048,-3.4,2.7,0.3
NCAR-CCSM4,rcp85,February,2049,-0.1,3.3,4.6
NCAR-CCSM4,rcp85,February,2050,-1.3,-1.4,2.8
NCAR-CCSM4,rcp85,February,2051,0.4,0.5,3.5
NCAR-CCSM4,rcp85,February,2052,-2.7,-2.9,1.7
NCAR-CCSM4,rcp85,February,2053,1.9,2.1,5.2
NCAR-CCSM4,rcp85,February,2054,-5.1,2.1,0.6
NCAR-CCSM4,rcp85,February,2055,3.6,-2.9,6.2
NCAR-CCSM4,rcp85,February,2056,-4.8,5,1
NCAR-CCSM4,rcp85,February,2057,-2.6,4.1,1.3
NCAR-CCSM4,rcp85,February,2058,2,6.5,5.1
NCAR-CCSM4,rcp85,February,2059,-5,4.3,0.5
NCAR-CCSM4,rcp85,February,2060,6.2,1.5,8.4
NCAR-CCSM4,rcp85,February,2061,-4.8,-0.8,-0.5
NCAR-CCSM4,rcp85,February,2062,4.8,6.2,7.2
NCAR-CCSM4,rcp85,February,2063,5.2,2.9,8
NCAR-CCSM4,rcp85,February,2064,-3.3,7.4,2.5
NCAR-CCSM4,rcp85,February,2065,4.8,-6.1,7.1
NCAR-CCSM4,rcp85,February,2066,1.8,-1.6,5.9
NCAR-CCSM4,rcp85,February,2067,3.8,0.1,6.4
NCAR-CCSM4,rcp85,February,2068,0.2,5.6,3.4
NCAR-CCSM4,rcp85,February,2069,6.2,3.8,8.4
NCAR-CCSM4,rcp85,February,2070,3.1,7.2,7
NCAR-CCSM4,rcp85,February,2071,-1.4,3.1,2.4
NCAR-CCSM4,rcp85,February,2072,3.2,5.3,6.5
NCAR-CCSM4,rcp85,February,2073,-5.1,5,-1.6
NCAR-CCSM4,rcp85,February,2074,2,-1.1,6.2
NCAR-CCSM4,rcp85,February,2075,3.1,2.7,6.1
NCAR-CCSM4,rcp85,February,2076,4.3,3.3,7.5
NCAR-CCSM4,rcp85,February,2077,-0.1,-4.6,4.1
NCAR-CCSM4,rcp85,February,2078,6.3,-4.2,9.3
NCAR-CCSM4,rcp85,February,2079,1.5,4.7,5.2
NCAR-CCSM4,rcp85,February,2080,-1.3,1.3,3.9
NCAR-CCSM4,rcp85,February,2081,-2.6,1.3,2.4
NCAR-CCSM4,rcp85,February,2082,1.7,7,5.8
NCAR-CCSM4,rcp85,February,2083,6.3,2.4,9
NCAR-CCSM4,rcp85,February,2084,5.9,2.7,8.5
NCAR-CCSM4,rcp85,February,2085,4.4,2,7.4
NCAR-CCSM4,rcp85,February,2086,4.4,5.5,7.3
NCAR-CCSM4,rcp85,February,2087,8.7,6.6,10.9
NCAR-CCSM4,rcp85,February,2088,5.8,8,8.6
NCAR-CCSM4,rcp85,February,2089,8.2,7.6,10.4
NCAR-CCSM4,rcp85,February,2090,6.2,4.4,8.8
NCAR-CCSM4,rcp85,February,2091,4.5,3.8,7.2
NCAR-CCSM4,rcp85,February,2092,2,6.2,6.5
NCAR-CCSM4,rcp85,February,2093,-0.4,4.5,2.9
NCAR-CCSM4,rcp85,February,2094,3,8.2,6.6
NCAR-CCSM4,rcp85,February,2095,1.8,3.6,5
NCAR-CCSM4,rcp85,February,2096,-0.4,7.6,4.4
NCAR-CCSM4,rcp85,February,2097,-1.6,7.9,3.4
NCAR-CCSM4,rcp85,February,2098,-1.3,6.9,3.2
NCAR-CCSM4,rcp85,February,2099,5.9,4.9,8.9
NCAR-CCSM4,rcp85,February,2100,-1.9,1,2.7
NCAR-CCSM4,rcp85,March,2006,3,1,6
NCAR-CCSM4,rcp85,March,2007,-3.7,-6.9,0
NCAR-CCSM4,rcp85,March,2008,1.8,3.8,5.1
NCAR-CCSM4,rcp85,March,2009,-3.5,-1.3,1.8
NCAR-CCSM4,rcp85,March,2010,-1.7,-3.9,2.9
NCAR-CCSM4,rcp85,March,2011,-0.9,-0.2,3.1
NCAR-CCSM4,rcp85,March,2012,1.6,-5,4.9
NCAR-CCSM4,rcp85,March,2013,-5.5,0.5,-0.7
NCAR-CCSM4,rcp85,March,2014,-0.5,1.9,2.6
NCAR-CCSM4,rcp85,March,2015,-2.3,-0.3,2.2
NCAR-CCSM4,rcp85,March,2016,-3.5,-2.9,2.2
NCAR-CCSM4,rcp85,March,2017,-0.6,4,3.3
NCAR-CCSM4,rcp85,March,2018,2.1,-3.2,5.6
NCAR-CCSM4,rcp85,March,2019,3.1,-1.4,5.8
NCAR-CCSM4,rcp85,March,2020,-3.3,3.3,1.3
NCAR-CCSM4,rcp85,March,2021,-0.4,2.2,3.2
NCAR-CCSM4,rcp85,March,2022,0.6,2.7,4.1
NCAR-CCSM4,rcp85,March,2023,0.5,2.2,4.8
NCAR-CCSM4,rcp85,March,2024,0.1,4.1,3.5
NCAR-CCSM4,rcp85,March,2025,2.9,3.3,5.9
NCAR-CCSM4,rcp85,March,2026,4.2,2.9,6.8
NCAR-CCSM4,rcp85,March,2027,-4.2,5.3,0.1
NCAR-CCSM4,rcp85,March,2028,-5.3,0.6,-0.2
NCAR-CCSM4,rcp85,March,2029,5.3,-3,7.5
NCAR-CCSM4,rcp85,March,2030,5.3,2,7.4
NCAR-CCSM4,rcp85,March,2031,-5,2.5,-0.6
NCAR-CCSM4,rcp85,March,2032,1.3,3.5,4.7
NCAR-CCSM4,rcp85,March,2033,-0.8,-2.7,3.7
NCAR-CCSM4,rcp85,March,2034,-2.5,-1.5,1.7
NCAR-CCSM4,rcp85,March,2035,0.6,-0.3,4.2
NCAR-CCSM4,rcp85,March,2036,-3.7,6.1,1.3
NCAR-CCSM4,rcp85,March,2037,5.7,1.1,8
NCAR-CCSM4,rcp85,March,2038,-3.1,-1.4,1.5
NCAR-CCSM4,rcp85,March,2039,3,5.2,6.4
NCAR-CCSM4,rcp85,March,2040,0.5,0.9,4.9
NCAR-CCSM4,rcp85,March,2041,3.5,7.9,7.1
NCAR-CCSM4,rcp85,March,2042,1.6,2.9,4.5
NCAR-CCSM4,rcp85,March,2043,-1.4,1.6,3.1
NCAR-CCSM4,rcp85,March,2044,2.2,4.3,5.8
NCAR-CCSM4,rcp85,March,2045,-1.5,3.7,3.1
NCAR-CCSM4,rcp85,March,2046,2.1,1,5.4
NCAR-CCSM4,rcp85,March,2047,0.4,4.4,3.9
NCAR-CCSM4,rcp85,March,2048,-3.5,2.6,-0.2
NCAR-CCSM4,rcp85,March,2049,1.6,5.2,5.1
NCAR-CCSM4,rcp85,March,2050,2.7,1.8,6.2
NCAR-CCSM4,rcp85,March,2051,6.2,3.8,8.5
NCAR-CCSM4,rcp85,March,2052,2.9,-1.5,6
NCAR-CCSM4,rcp85,March,2053,1.5,4.4,4.8
NCAR-CCSM4,rcp85,March,2054,-6.6,-1.2,1.5
NCAR-CCSM4,rcp85,March,2055,-3,2.5,1.3
NCAR-CCSM4,rcp85,March,2056,0,4.5,4.1
NCAR-CCSM4,rcp85,March,2057,2.8,3.4,5.5
NCAR-CCSM4,rcp85,March,2058,5.7,6.9,8
NCAR-CCSM4,rcp85,March,2059,3.1,1.8,6.2
NCAR-CCSM4,rcp85,March,2060,6.2,3.8,9
NCAR-CCSM4,rcp85,March,2061,-4.8,2.2,0.1
NCAR-CCSM4,rcp85,March,2062,6.1,7.4,8.6
NCAR-CCSM4,rcp85,March,2063,4.9,4,7.5
NCAR-CCSM4,rcp85,March,2064,4.1,7.5,7.1
NCAR-CCSM4,rcp85,March,2065,4.6,-1.2,7.5
NCAR-CCSM4,rcp85,March,2066,1.7,-1.9,5.3
NCAR-CCSM4,rcp85,March,2067,-0.1,2.8,3.5
NCAR-CCSM4,rcp85,March,2068,5.8,4.5,8
NCAR-CCSM4,rcp85,March,2069,2.7,1.9,6.4
NCAR-CCSM4,rcp85,March,2070,6.4,1.2,8.9
NCAR-CCSM4,rcp85,March,2071,4.7,5.8,7.6
NCAR-CCSM4,rcp85,March,2072,-0.8,1.6,2.7
NCAR-CCSM4,rcp85,March,2073,2.1,4.3,5.5
NCAR-CCSM4,rcp85,March,2074,7.3,1.9,9.7
NCAR-CCSM4,rcp85,March,2075,8.2,7.1,10.8
NCAR-CCSM4,rcp85,March,2076,6.1,6.8,8.9
NCAR-CCSM4,rcp85,March,2077,7.6,3,9.7
NCAR-CCSM4,rcp85,March,2078,8,-0.6,11
NCAR-CCSM4,rcp85,March,2079,4.6,4.4,7.3
NCAR-CCSM4,rcp85,March,2080,2.2,4.6,6.1
NCAR-CCSM4,rcp85,March,2081,3.9,5.5,6.9
NCAR-CCSM4,rcp85,March,2082,0.4,6,4.6
NCAR-CCSM4,rcp85,March,2083,0,0.4,3.7
NCAR-CCSM4,rcp85,March,2084,1.1,4.8,6.2
NCAR-CCSM4,rcp85,March,2085,5.8,2.8,7.8
NCAR-CCSM4,rcp85,March,2086,5.7,5.7,8.9
NCAR-CCSM4,rcp85,March,2087,0.7,8.4,4.4
NCAR-CCSM4,rcp85,March,2088,5.6,7.5,8.8
NCAR-CCSM4,rcp85,March,2089,9.3,4.1,12
NCAR-CCSM4,rcp85,March,2090,6.6,3.2,9.1
NCAR-CCSM4,rcp85,March,2091,5,7.5,7.7
NCAR-CCSM4,rcp85,March,2092,3.4,5.6,6.1
NCAR-CCSM4,rcp85,March,2093,3,5.9,6.5
NCAR-CCSM4,rcp85,March,2094,0.7,7.4,5.4
NCAR-CCSM4,rcp85,March,2095,8.1,6.4,10.2
NCAR-CCSM4,rcp85,March,2096,3.8,9,6.5
NCAR-CCSM4,rcp85,March,2097,4.7,4.9,7.6
NCAR-CCSM4,rcp85,March,2098,6.3,8.2,9
NCAR-CCSM4,rcp85,March,2099,7.2,5.3,9.9
NCAR-CCSM4,rcp85,March,2100,3.7,4.8,7.6
NCAR-CCSM4,rcp85,April,2006,2.8,-0.2,6.6
NCAR-CCSM4,rcp85,April,2007,3,4.6,5.5
NCAR-CCSM4,rcp85,April,2008,1.7,5.8,4.8
NCAR-CCSM4,rcp85,April,2009,2.6,5.2,5.5
NCAR-CCSM4,rcp85,April,2010,1.6,3.8,4.6
NCAR-CCSM4,rcp85,April,2011,1.2,1.4,4.7
NCAR-CCSM4,rcp85,April,2012,0.2,3.3,4.1
NCAR-CCSM4,rcp85,April,2013,0.5,3.5,4.2
NCAR-CCSM4,rcp85,April,2014,1.9,3.2,5
NCAR-CCSM4,rcp85,April,2015,4.7,1.5,7
NCAR-CCSM4,rcp85,April,2016,1.1,3.8,4.5
NCAR-CCSM4,rcp85,April,2017,5.3,4.1,7.3
NCAR-CCSM4,rcp85,April,2018,2.7,3.5,6.1
NCAR-CCSM4,rcp85,April,2019,3.6,4.2,6.6
NCAR-CCSM4,rcp85,April,2020,-2.1,1.7,2.3
NCAR-CCSM4,rcp85,April,2021,3.3,2.4,6
NCAR-CCSM4,rcp85,April,2022,4.1,4.7,7.6
NCAR-CCSM4,rcp85,April,2023,4.1,2.3,6.9
NCAR-CCSM4,rcp85,April,2024,3.2,2.7,5.7
